anchor,positive,negative,anchor_identity,positive_identity,negative_identity,subgroup
data\raw\images\fairface_0002211.jpg,data\raw\images\fairface_0002245.jpg,data\raw\images\fairface_0003429.jpg,train_identity_0314,train_identity_0314,train_identity_1331,Female_20-39_Light
data\raw\images\fairface_0002223.jpg,data\raw\images\fairface_0002239.jpg,data\raw\images\fairface_0004815.jpg,train_identity_0314,train_identity_0314,train_identity_0358,Female_20-39_Light
data\raw\images\fairface_0002223.jpg,data\raw\images\fairface_0002245.jpg,data\raw\images\fairface_0000122.jpg,train_identity_0314,train_identity_0314,train_identity_0459,Female_20-39_Light
data\raw\images\fairface_0002239.jpg,data\raw\images\fairface_0002245.jpg,data\raw\images\fairface_0008839.jpg,train_identity_0314,train_identity_0314,train_identity_0776,Female_20-39_Light
data\raw\images\fairface_0002265.jpg,data\raw\images\fairface_0002275.jpg,data\raw\images\fairface_0008049.jpg,train_identity_0315,train_identity_0315,train_identity_1505,Female_20-39_Light
data\raw\images\fairface_0002265.jpg,data\raw\images\fairface_0002279.jpg,data\raw\images\fairface_0007676.jpg,train_identity_0315,train_identity_0315,train_identity_0261,Female_20-39_Light
data\raw\images\fairface_0002265.jpg,data\raw\images\fairface_0002284.jpg,data\raw\images\fairface_0000552.jpg,train_identity_0315,train_identity_0315,train_identity_1494,Female_20-39_Light
data\raw\images\fairface_0002275.jpg,data\raw\images\fairface_0002279.jpg,data\raw\images\fairface_0007879.jpg,train_identity_0315,train_identity_0315,train_identity_1439,Female_20-39_Light
data\raw\images\fairface_0002275.jpg,data\raw\images\fairface_0002284.jpg,data\raw\images\fairface_0008781.jpg,train_identity_0315,train_identity_0315,train_identity_1744,Female_20-39_Light
data\raw\images\fairface_0002279.jpg,data\raw\images\fairface_0002284.jpg,data\raw\images\fairface_0005731.jpg,train_identity_0315,train_identity_0315,train_identity_0374,Female_20-39_Light
data\raw\images\fairface_0002287.jpg,data\raw\images\fairface_0002316.jpg,data\raw\images\fairface_0003475.jpg,train_identity_0316,train_identity_0316,train_identity_1658,Female_20-39_Light
data\raw\images\fairface_0002287.jpg,data\raw\images\fairface_0002342.jpg,data\raw\images\fairface_0002438.jpg,train_identity_0316,train_identity_0316,train_identity_1311,Female_20-39_Light
data\raw\images\fairface_0002287.jpg,data\raw\images\fairface_0002351.jpg,data\raw\images\fairface_0007684.jpg,train_identity_0316,train_identity_0316,train_identity_1018,Female_20-39_Light
data\raw\images\fairface_0002316.jpg,data\raw\images\fairface_0002342.jpg,data\raw\images\fairface_0000781.jpg,train_identity_0316,train_identity_0316,train_identity_0680,Female_20-39_Light
data\raw\images\fairface_0002316.jpg,data\raw\images\fairface_0002351.jpg,data\raw\images\fairface_0001652.jpg,train_identity_0316,train_identity_0316,train_identity_0489,Female_20-39_Light
data\raw\images\fairface_0002342.jpg,data\raw\images\fairface_0002351.jpg,data\raw\images\fairface_0009462.jpg,train_identity_0316,train_identity_0316,train_identity_0656,Female_20-39_Light
data\raw\images\fairface_0002357.jpg,data\raw\images\fairface_0002387.jpg,data\raw\images\fairface_0002119.jpg,train_identity_0317,train_identity_0317,train_identity_1304,Female_20-39_Light
data\raw\images\fairface_0002357.jpg,data\raw\images\fairface_0002397.jpg,data\raw\images\fairface_0009831.jpg,train_identity_0317,train_identity_0317,train_identity_1684,Female_20-39_Light
data\raw\images\fairface_0002357.jpg,data\raw\images\fairface_0002423.jpg,data\raw\images\fairface_0008663.jpg,train_identity_0317,train_identity_0317,train_identity_0916,Female_20-39_Light
data\raw\images\fairface_0002387.jpg,data\raw\images\fairface_0002397.jpg,data\raw\images\fairface_0004217.jpg,train_identity_0317,train_identity_0317,train_identity_0545,Female_20-39_Light
data\raw\images\fairface_0002387.jpg,data\raw\images\fairface_0002423.jpg,data\raw\images\fairface_0002757.jpg,train_identity_0317,train_identity_0317,train_identity_0513,Female_20-39_Light
data\raw\images\fairface_0002397.jpg,data\raw\images\fairface_0002423.jpg,data\raw\images\fairface_0003487.jpg,train_identity_0317,train_identity_0317,train_identity_0719,Female_20-39_Light
data\raw\images\fairface_0002443.jpg,data\raw\images\fairface_0002463.jpg,data\raw\images\fairface_0007247.jpg,train_identity_0318,train_identity_0318,train_identity_1613,Female_20-39_Light
data\raw\images\fairface_0002443.jpg,data\raw\images\fairface_0002469.jpg,data\raw\images\fairface_0009347.jpg,train_identity_0318,train_identity_0318,train_identity_1477,Female_20-39_Light
data\raw\images\fairface_0002443.jpg,data\raw\images\fairface_0002474.jpg,data\raw\images\fairface_0000101.jpg,train_identity_0318,train_identity_0318,train_identity_0099,Female_20-39_Light
data\raw\images\fairface_0002463.jpg,data\raw\images\fairface_0002469.jpg,data\raw\images\fairface_0006141.jpg,train_identity_0318,train_identity_0318,train_identity_0899,Female_20-39_Light
data\raw\images\fairface_0002463.jpg,data\raw\images\fairface_0002474.jpg,data\raw\images\fairface_0003915.jpg,train_identity_0318,train_identity_0318,train_identity_0342,Female_20-39_Light
data\raw\images\fairface_0002469.jpg,data\raw\images\fairface_0002474.jpg,data\raw\images\fairface_0007138.jpg,train_identity_0318,train_identity_0318,train_identity_1011,Female_20-39_Light
data\raw\images\fairface_0002475.jpg,data\raw\images\fairface_0002482.jpg,data\raw\images\fairface_0004011.jpg,train_identity_0319,train_identity_0319,train_identity_0721,Female_20-39_Light
data\raw\images\fairface_0002475.jpg,data\raw\images\fairface_0002525.jpg,data\raw\images\fairface_0009553.jpg,train_identity_0319,train_identity_0319,train_identity_0208,Female_20-39_Light
data\raw\images\fairface_0002475.jpg,data\raw\images\fairface_0002537.jpg,data\raw\images\fairface_0007812.jpg,train_identity_0319,train_identity_0319,train_identity_1617,Female_20-39_Light
data\raw\images\fairface_0002482.jpg,data\raw\images\fairface_0002525.jpg,data\raw\images\fairface_0003548.jpg,train_identity_0319,train_identity_0319,train_identity_0335,Female_20-39_Light
data\raw\images\fairface_0002482.jpg,data\raw\images\fairface_0002537.jpg,data\raw\images\fairface_0004461.jpg,train_identity_0319,train_identity_0319,train_identity_0151,Female_20-39_Light
data\raw\images\fairface_0002525.jpg,data\raw\images\fairface_0002537.jpg,data\raw\images\fairface_0006938.jpg,train_identity_0319,train_identity_0319,train_identity_0605,Female_20-39_Light
data\raw\images\fairface_0002544.jpg,data\raw\images\fairface_0002548.jpg,data\raw\images\fairface_0009337.jpg,train_identity_0320,train_identity_0320,train_identity_0654,Female_20-39_Light
data\raw\images\fairface_0002544.jpg,data\raw\images\fairface_0002577.jpg,data\raw\images\fairface_0000182.jpg,train_identity_0320,train_identity_0320,train_identity_0215,Female_20-39_Light
data\raw\images\fairface_0002544.jpg,data\raw\images\fairface_0002587.jpg,data\raw\images\fairface_0000059.jpg,train_identity_0320,train_identity_0320,train_identity_0702,Female_20-39_Light
data\raw\images\fairface_0002548.jpg,data\raw\images\fairface_0002577.jpg,data\raw\images\fairface_0005564.jpg,train_identity_0320,train_identity_0320,train_identity_0770,Female_20-39_Light
data\raw\images\fairface_0002548.jpg,data\raw\images\fairface_0002587.jpg,data\raw\images\fairface_0005226.jpg,train_identity_0320,train_identity_0320,train_identity_1501,Female_20-39_Light
data\raw\images\fairface_0002577.jpg,data\raw\images\fairface_0002587.jpg,data\raw\images\fairface_0001447.jpg,train_identity_0320,train_identity_0320,train_identity_1122,Female_20-39_Light
data\raw\images\fairface_0002589.jpg,data\raw\images\fairface_0002594.jpg,data\raw\images\fairface_0007305.jpg,train_identity_0321,train_identity_0321,train_identity_0694,Female_20-39_Light
data\raw\images\fairface_0002589.jpg,data\raw\images\fairface_0002602.jpg,data\raw\images\fairface_0008041.jpg,train_identity_0321,train_identity_0321,train_identity_1444,Female_20-39_Light
data\raw\images\fairface_0002589.jpg,data\raw\images\fairface_0002605.jpg,data\raw\images\fairface_0003533.jpg,train_identity_0321,train_identity_0321,train_identity_0885,Female_20-39_Light
data\raw\images\fairface_0002594.jpg,data\raw\images\fairface_0002602.jpg,data\raw\images\fairface_0009710.jpg,train_identity_0321,train_identity_0321,train_identity_1245,Female_20-39_Light
data\raw\images\fairface_0002594.jpg,data\raw\images\fairface_0002605.jpg,data\raw\images\fairface_0002697.jpg,train_identity_0321,train_identity_0321,train_identity_0323,Female_20-39_Light
data\raw\images\fairface_0002602.jpg,data\raw\images\fairface_0002605.jpg,data\raw\images\fairface_0009530.jpg,train_identity_0321,train_identity_0321,train_identity_0208,Female_20-39_Light
data\raw\images\fairface_0002622.jpg,data\raw\images\fairface_0002626.jpg,data\raw\images\fairface_0008167.jpg,train_identity_0322,train_identity_0322,train_identity_0422,Female_20-39_Light
data\raw\images\fairface_0002622.jpg,data\raw\images\fairface_0002663.jpg,data\raw\images\fairface_0005939.jpg,train_identity_0322,train_identity_0322,train_identity_0840,Female_20-39_Light
data\raw\images\fairface_0002622.jpg,data\raw\images\fairface_0002692.jpg,data\raw\images\fairface_0004366.jpg,train_identity_0322,train_identity_0322,train_identity_1354,Female_20-39_Light
data\raw\images\fairface_0002626.jpg,data\raw\images\fairface_0002663.jpg,data\raw\images\fairface_0007279.jpg,train_identity_0322,train_identity_0322,train_identity_0611,Female_20-39_Light
data\raw\images\fairface_0002626.jpg,data\raw\images\fairface_0002692.jpg,data\raw\images\fairface_0008493.jpg,train_identity_0322,train_identity_0322,train_identity_0197,Female_20-39_Light
data\raw\images\fairface_0002663.jpg,data\raw\images\fairface_0002692.jpg,data\raw\images\fairface_0007844.jpg,train_identity_0322,train_identity_0322,train_identity_0806,Female_20-39_Light
data\raw\images\fairface_0002697.jpg,data\raw\images\fairface_0002702.jpg,data\raw\images\fairface_0002265.jpg,train_identity_0323,train_identity_0323,train_identity_0315,Female_20-39_Light
data\raw\images\fairface_0002697.jpg,data\raw\images\fairface_0002706.jpg,data\raw\images\fairface_0008099.jpg,train_identity_0323,train_identity_0323,train_identity_0740,Female_20-39_Light
data\raw\images\fairface_0002697.jpg,data\raw\images\fairface_0002729.jpg,data\raw\images\fairface_0002712.jpg,train_identity_0323,train_identity_0323,train_identity_0877,Female_20-39_Light
data\raw\images\fairface_0002702.jpg,data\raw\images\fairface_0002706.jpg,data\raw\images\fairface_0006967.jpg,train_identity_0323,train_identity_0323,train_identity_0605,Female_20-39_Light
data\raw\images\fairface_0002702.jpg,data\raw\images\fairface_0002729.jpg,data\raw\images\fairface_0007613.jpg,train_identity_0323,train_identity_0323,train_identity_0410,Female_20-39_Light
data\raw\images\fairface_0002706.jpg,data\raw\images\fairface_0002729.jpg,data\raw\images\fairface_0002372.jpg,train_identity_0323,train_identity_0323,train_identity_0053,Female_20-39_Light
data\raw\images\fairface_0002752.jpg,data\raw\images\fairface_0002754.jpg,data\raw\images\fairface_0004505.jpg,train_identity_0324,train_identity_0324,train_identity_0351,Female_20-39_Light
data\raw\images\fairface_0002752.jpg,data\raw\images\fairface_0002768.jpg,data\raw\images\fairface_0006125.jpg,train_identity_0324,train_identity_0324,train_identity_0168,Female_20-39_Light
data\raw\images\fairface_0002752.jpg,data\raw\images\fairface_0002790.jpg,data\raw\images\fairface_0006850.jpg,train_identity_0324,train_identity_0324,train_identity_1730,Female_20-39_Light
data\raw\images\fairface_0002754.jpg,data\raw\images\fairface_0002768.jpg,data\raw\images\fairface_0008404.jpg,train_identity_0324,train_identity_0324,train_identity_0633,Female_20-39_Light
data\raw\images\fairface_0002754.jpg,data\raw\images\fairface_0002790.jpg,data\raw\images\fairface_0003063.jpg,train_identity_0324,train_identity_0324,train_identity_0966,Female_20-39_Light
data\raw\images\fairface_0002768.jpg,data\raw\images\fairface_0002790.jpg,data\raw\images\fairface_0004419.jpg,train_identity_0324,train_identity_0324,train_identity_1355,Female_20-39_Light
data\raw\images\fairface_0002800.jpg,data\raw\images\fairface_0002815.jpg,data\raw\images\fairface_0007639.jpg,train_identity_0325,train_identity_0325,train_identity_0187,Female_20-39_Light
data\raw\images\fairface_0002800.jpg,data\raw\images\fairface_0002819.jpg,data\raw\images\fairface_0006104.jpg,train_identity_0325,train_identity_0325,train_identity_0380,Female_20-39_Light
data\raw\images\fairface_0002800.jpg,data\raw\images\fairface_0002848.jpg,data\raw\images\fairface_0000745.jpg,train_identity_0325,train_identity_0325,train_identity_0783,Female_20-39_Light
data\raw\images\fairface_0002815.jpg,data\raw\images\fairface_0002819.jpg,data\raw\images\fairface_0006275.jpg,train_identity_0325,train_identity_0325,train_identity_0384,Female_20-39_Light
data\raw\images\fairface_0002815.jpg,data\raw\images\fairface_0002848.jpg,data\raw\images\fairface_0008743.jpg,train_identity_0325,train_identity_0325,train_identity_0092,Female_20-39_Light
data\raw\images\fairface_0002819.jpg,data\raw\images\fairface_0002848.jpg,data\raw\images\fairface_0006558.jpg,train_identity_0325,train_identity_0325,train_identity_0902,Female_20-39_Light
data\raw\images\fairface_0002878.jpg,data\raw\images\fairface_0002879.jpg,data\raw\images\fairface_0004012.jpg,train_identity_0326,train_identity_0326,train_identity_0541,Female_20-39_Light
data\raw\images\fairface_0002878.jpg,data\raw\images\fairface_0002884.jpg,data\raw\images\fairface_0004647.jpg,train_identity_0326,train_identity_0326,train_identity_1716,Female_20-39_Light
data\raw\images\fairface_0002878.jpg,data\raw\images\fairface_0002913.jpg,data\raw\images\fairface_0003668.jpg,train_identity_0326,train_identity_0326,train_identity_1157,Female_20-39_Light
data\raw\images\fairface_0002879.jpg,data\raw\images\fairface_0002884.jpg,data\raw\images\fairface_0001985.jpg,train_identity_0326,train_identity_0326,train_identity_0310,Female_20-39_Light
data\raw\images\fairface_0002879.jpg,data\raw\images\fairface_0002913.jpg,data\raw\images\fairface_0006772.jpg,train_identity_0326,train_identity_0326,train_identity_0176,Female_20-39_Light
data\raw\images\fairface_0002884.jpg,data\raw\images\fairface_0002913.jpg,data\raw\images\fairface_0003413.jpg,train_identity_0326,train_identity_0326,train_identity_1657,Female_20-39_Light
data\raw\images\fairface_0002915.jpg,data\raw\images\fairface_0002927.jpg,data\raw\images\fairface_0009966.jpg,train_identity_0327,train_identity_0327,train_identity_1551,Female_20-39_Light
data\raw\images\fairface_0002915.jpg,data\raw\images\fairface_0002945.jpg,data\raw\images\fairface_0000538.jpg,train_identity_0327,train_identity_0327,train_identity_0467,Female_20-39_Light
data\raw\images\fairface_0002915.jpg,data\raw\images\fairface_0002946.jpg,data\raw\images\fairface_0005768.jpg,train_identity_0327,train_identity_0327,train_identity_1723,Female_20-39_Light
data\raw\images\fairface_0002927.jpg,data\raw\images\fairface_0002945.jpg,data\raw\images\fairface_0008271.jpg,train_identity_0327,train_identity_0327,train_identity_1678,Female_20-39_Light
data\raw\images\fairface_0002927.jpg,data\raw\images\fairface_0002946.jpg,data\raw\images\fairface_0009814.jpg,train_identity_0327,train_identity_0327,train_identity_1098,Female_20-39_Light
data\raw\images\fairface_0002945.jpg,data\raw\images\fairface_0002946.jpg,data\raw\images\fairface_0004970.jpg,train_identity_0327,train_identity_0327,train_identity_1174,Female_20-39_Light
data\raw\images\fairface_0002948.jpg,data\raw\images\fairface_0003013.jpg,data\raw\images\fairface_0004215.jpg,train_identity_0328,train_identity_0328,train_identity_0977,Female_20-39_Light
data\raw\images\fairface_0002948.jpg,data\raw\images\fairface_0003046.jpg,data\raw\images\fairface_0005359.jpg,train_identity_0328,train_identity_0328,train_identity_0162,Female_20-39_Light
data\raw\images\fairface_0002948.jpg,data\raw\images\fairface_0003069.jpg,data\raw\images\fairface_0009514.jpg,train_identity_0328,train_identity_0328,train_identity_1750,Female_20-39_Light
data\raw\images\fairface_0003013.jpg,data\raw\images\fairface_0003046.jpg,data\raw\images\fairface_0008714.jpg,train_identity_0328,train_identity_0328,train_identity_1030,Female_20-39_Light
data\raw\images\fairface_0003013.jpg,data\raw\images\fairface_0003069.jpg,data\raw\images\fairface_0005338.jpg,train_identity_0328,train_identity_0328,train_identity_0247,Female_20-39_Light
data\raw\images\fairface_0003046.jpg,data\raw\images\fairface_0003069.jpg,data\raw\images\fairface_0004735.jpg,train_identity_0328,train_identity_0328,train_identity_0356,Female_20-39_Light
data\raw\images\fairface_0003080.jpg,data\raw\images\fairface_0003082.jpg,data\raw\images\fairface_0008878.jpg,train_identity_0329,train_identity_0329,train_identity_0435,Female_20-39_Light
data\raw\images\fairface_0003080.jpg,data\raw\images\fairface_0003106.jpg,data\raw\images\fairface_0007274.jpg,train_identity_0329,train_identity_0329,train_identity_0259,Female_20-39_Light
data\raw\images\fairface_0003080.jpg,data\raw\images\fairface_0003114.jpg,data\raw\images\fairface_0001564.jpg,train_identity_0329,train_identity_0329,train_identity_0869,Female_20-39_Light
data\raw\images\fairface_0003082.jpg,data\raw\images\fairface_0003106.jpg,data\raw\images\fairface_0006242.jpg,train_identity_0329,train_identity_0329,train_identity_1401,Female_20-39_Light
data\raw\images\fairface_0003082.jpg,data\raw\images\fairface_0003114.jpg,data\raw\images\fairface_0007866.jpg,train_identity_0329,train_identity_0329,train_identity_0415,Female_20-39_Light
data\raw\images\fairface_0003106.jpg,data\raw\images\fairface_0003114.jpg,data\raw\images\fairface_0003694.jpg,train_identity_0329,train_identity_0329,train_identity_1710,Female_20-39_Light
data\raw\images\fairface_0003118.jpg,data\raw\images\fairface_0003121.jpg,data\raw\images\fairface_0009457.jpg,train_identity_0330,train_identity_0330,train_identity_0656,Female_20-39_Light
data\raw\images\fairface_0003118.jpg,data\raw\images\fairface_0003128.jpg,data\raw\images\fairface_0007031.jpg,train_identity_0330,train_identity_0330,train_identity_0179,Female_20-39_Light
data\raw\images\fairface_0003118.jpg,data\raw\images\fairface_0003138.jpg,data\raw\images\fairface_0002734.jpg,train_identity_0330,train_identity_0330,train_identity_1141,Female_20-39_Light
data\raw\images\fairface_0003121.jpg,data\raw\images\fairface_0003128.jpg,data\raw\images\fairface_0002149.jpg,train_identity_0330,train_identity_0330,train_identity_1132,Female_20-39_Light
data\raw\images\fairface_0003121.jpg,data\raw\images\fairface_0003138.jpg,data\raw\images\fairface_0005430.jpg,train_identity_0330,train_identity_0330,train_identity_0567,Female_20-39_Light
data\raw\images\fairface_0003128.jpg,data\raw\images\fairface_0003138.jpg,data\raw\images\fairface_0006520.jpg,train_identity_0330,train_identity_0330,train_identity_0026,Female_20-39_Light
data\raw\images\fairface_0003160.jpg,data\raw\images\fairface_0003172.jpg,data\raw\images\fairface_0002761.jpg,train_identity_0331,train_identity_0331,train_identity_0231,Female_20-39_Light
data\raw\images\fairface_0003160.jpg,data\raw\images\fairface_0003180.jpg,data\raw\images\fairface_0001884.jpg,train_identity_0331,train_identity_0331,train_identity_0307,Female_20-39_Light
data\raw\images\fairface_0003160.jpg,data\raw\images\fairface_0003189.jpg,data\raw\images\fairface_0004047.jpg,train_identity_0331,train_identity_0331,train_identity_1162,Female_20-39_Light
data\raw\images\fairface_0003172.jpg,data\raw\images\fairface_0003180.jpg,data\raw\images\fairface_0000432.jpg,train_identity_0331,train_identity_0331,train_identity_0217,Female_20-39_Light
data\raw\images\fairface_0003172.jpg,data\raw\images\fairface_0003189.jpg,data\raw\images\fairface_0007072.jpg,train_identity_0331,train_identity_0331,train_identity_1611,Female_20-39_Light
data\raw\images\fairface_0003180.jpg,data\raw\images\fairface_0003189.jpg,data\raw\images\fairface_0009798.jpg,train_identity_0331,train_identity_0331,train_identity_1098,Female_20-39_Light
data\raw\images\fairface_0003224.jpg,data\raw\images\fairface_0003232.jpg,data\raw\images\fairface_0006465.jpg,train_identity_0332,train_identity_0332,train_identity_0843,Female_20-39_Light
data\raw\images\fairface_0003224.jpg,data\raw\images\fairface_0003260.jpg,data\raw\images\fairface_0001635.jpg,train_identity_0332,train_identity_0332,train_identity_0786,Female_20-39_Light
data\raw\images\fairface_0003224.jpg,data\raw\images\fairface_0003296.jpg,data\raw\images\fairface_0004935.jpg,train_identity_0332,train_identity_0332,train_identity_1173,Female_20-39_Light
data\raw\images\fairface_0003232.jpg,data\raw\images\fairface_0003260.jpg,data\raw\images\fairface_0006316.jpg,train_identity_0332,train_identity_0332,train_identity_0077,Female_20-39_Light
data\raw\images\fairface_0003232.jpg,data\raw\images\fairface_0003296.jpg,data\raw\images\fairface_0005373.jpg,train_identity_0332,train_identity_0332,train_identity_0566,Female_20-39_Light
data\raw\images\fairface_0003260.jpg,data\raw\images\fairface_0003296.jpg,data\raw\images\fairface_0001028.jpg,train_identity_0332,train_identity_0332,train_identity_0295,Female_20-39_Light
data\raw\images\fairface_0003333.jpg,data\raw\images\fairface_0003341.jpg,data\raw\images\fairface_0007052.jpg,train_identity_0333,train_identity_0333,train_identity_0080,Female_20-39_Light
data\raw\images\fairface_0003333.jpg,data\raw\images\fairface_0003399.jpg,data\raw\images\fairface_0000827.jpg,train_identity_0333,train_identity_0333,train_identity_0680,Female_20-39_Light
data\raw\images\fairface_0003333.jpg,data\raw\images\fairface_0003407.jpg,data\raw\images\fairface_0000374.jpg,train_identity_0333,train_identity_0333,train_identity_0101,Female_20-39_Light
data\raw\images\fairface_0003341.jpg,data\raw\images\fairface_0003399.jpg,data\raw\images\fairface_0004572.jpg,train_identity_0333,train_identity_0333,train_identity_0552,Female_20-39_Light
data\raw\images\fairface_0003341.jpg,data\raw\images\fairface_0003407.jpg,data\raw\images\fairface_0000477.jpg,train_identity_0333,train_identity_0333,train_identity_0042,Female_20-39_Light
data\raw\images\fairface_0003399.jpg,data\raw\images\fairface_0003407.jpg,data\raw\images\fairface_0007904.jpg,train_identity_0333,train_identity_0333,train_identity_1676,Female_20-39_Light
data\raw\images\fairface_0003424.jpg,data\raw\images\fairface_0003440.jpg,data\raw\images\fairface_0008601.jpg,train_identity_0334,train_identity_0334,train_identity_0638,Female_20-39_Light
data\raw\images\fairface_0003424.jpg,data\raw\images\fairface_0003452.jpg,data\raw\images\fairface_0006614.jpg,train_identity_0334,train_identity_0334,train_identity_1728,Female_20-39_Light
data\raw\images\fairface_0003424.jpg,data\raw\images\fairface_0003459.jpg,data\raw\images\fairface_0007365.jpg,train_identity_0334,train_identity_0334,train_identity_1427,Female_20-39_Light
data\raw\images\fairface_0003440.jpg,data\raw\images\fairface_0003452.jpg,data\raw\images\fairface_0000612.jpg,train_identity_0334,train_identity_0334,train_identity_0468,Female_20-39_Light
data\raw\images\fairface_0003440.jpg,data\raw\images\fairface_0003459.jpg,data\raw\images\fairface_0007570.jpg,train_identity_0334,train_identity_0334,train_identity_0617,Female_20-39_Light
data\raw\images\fairface_0003452.jpg,data\raw\images\fairface_0003459.jpg,data\raw\images\fairface_0004682.jpg,train_identity_0334,train_identity_0334,train_identity_1587,Female_20-39_Light
data\raw\images\fairface_0003465.jpg,data\raw\images\fairface_0003485.jpg,data\raw\images\fairface_0004611.jpg,train_identity_0335,train_identity_0335,train_identity_0553,Female_20-39_Light
data\raw\images\fairface_0003465.jpg,data\raw\images\fairface_0003504.jpg,data\raw\images\fairface_0009316.jpg,train_identity_0335,train_identity_0335,train_identity_1240,Female_20-39_Light
data\raw\images\fairface_0003465.jpg,data\raw\images\fairface_0003548.jpg,data\raw\images\fairface_0006336.jpg,train_identity_0335,train_identity_0335,train_identity_0386,Female_20-39_Light
data\raw\images\fairface_0003485.jpg,data\raw\images\fairface_0003504.jpg,data\raw\images\fairface_0008853.jpg,train_identity_0335,train_identity_0335,train_identity_0434,Female_20-39_Light
data\raw\images\fairface_0003485.jpg,data\raw\images\fairface_0003548.jpg,data\raw\images\fairface_0002195.jpg,train_identity_0335,train_identity_0335,train_identity_1519,Female_20-39_Light
data\raw\images\fairface_0003504.jpg,data\raw\images\fairface_0003548.jpg,data\raw\images\fairface_0000534.jpg,train_identity_0335,train_identity_0335,train_identity_1557,Female_20-39_Light
data\raw\images\fairface_0003560.jpg,data\raw\images\fairface_0003600.jpg,data\raw\images\fairface_0009470.jpg,train_identity_0336,train_identity_0336,train_identity_1683,Female_20-39_Light
data\raw\images\fairface_0003560.jpg,data\raw\images\fairface_0003607.jpg,data\raw\images\fairface_0002269.jpg,train_identity_0336,train_identity_0336,train_identity_1057,Female_20-39_Light
data\raw\images\fairface_0003560.jpg,data\raw\images\fairface_0003633.jpg,data\raw\images\fairface_0003047.jpg,train_identity_0336,train_identity_0336,train_identity_0135,Female_20-39_Light
data\raw\images\fairface_0003600.jpg,data\raw\images\fairface_0003607.jpg,data\raw\images\fairface_0008579.jpg,train_identity_0336,train_identity_0336,train_identity_1455,Female_20-39_Light
data\raw\images\fairface_0003600.jpg,data\raw\images\fairface_0003633.jpg,data\raw\images\fairface_0000084.jpg,train_identity_0336,train_identity_0336,train_identity_0278,Female_20-39_Light
data\raw\images\fairface_0003607.jpg,data\raw\images\fairface_0003633.jpg,data\raw\images\fairface_0004782.jpg,train_identity_0336,train_identity_0336,train_identity_0357,Female_20-39_Light
data\raw\images\fairface_0003637.jpg,data\raw\images\fairface_0003662.jpg,data\raw\images\fairface_0003168.jpg,train_identity_0337,train_identity_0337,train_identity_1707,Female_20-39_Light
data\raw\images\fairface_0003637.jpg,data\raw\images\fairface_0003672.jpg,data\raw\images\fairface_0004626.jpg,train_identity_0337,train_identity_0337,train_identity_1716,Female_20-39_Light
data\raw\images\fairface_0003637.jpg,data\raw\images\fairface_0003684.jpg,data\raw\images\fairface_0002732.jpg,train_identity_0337,train_identity_0337,train_identity_0512,Female_20-39_Light
data\raw\images\fairface_0003662.jpg,data\raw\images\fairface_0003672.jpg,data\raw\images\fairface_0000790.jpg,train_identity_0337,train_identity_0337,train_identity_0936,Female_20-39_Light
data\raw\images\fairface_0003662.jpg,data\raw\images\fairface_0003684.jpg,data\raw\images\fairface_0008125.jpg,train_identity_0337,train_identity_0337,train_identity_0740,Female_20-39_Light
data\raw\images\fairface_0003672.jpg,data\raw\images\fairface_0003684.jpg,data\raw\images\fairface_0005231.jpg,train_identity_0337,train_identity_0337,train_identity_0563,Female_20-39_Light
data\raw\images\fairface_0003693.jpg,data\raw\images\fairface_0003712.jpg,data\raw\images\fairface_0000402.jpg,train_identity_0338,train_identity_0338,train_identity_1688,Female_20-39_Light
data\raw\images\fairface_0003693.jpg,data\raw\images\fairface_0003715.jpg,data\raw\images\fairface_0009270.jpg,train_identity_0338,train_identity_0338,train_identity_1036,Female_20-39_Light
data\raw\images\fairface_0003693.jpg,data\raw\images\fairface_0003732.jpg,data\raw\images\fairface_0002077.jpg,train_identity_0338,train_identity_0338,train_identity_1303,Female_20-39_Light
data\raw\images\fairface_0003712.jpg,data\raw\images\fairface_0003715.jpg,data\raw\images\fairface_0006078.jpg,train_identity_0338,train_identity_0338,train_identity_1397,Female_20-39_Light
data\raw\images\fairface_0003712.jpg,data\raw\images\fairface_0003732.jpg,data\raw\images\fairface_0002073.jpg,train_identity_0338,train_identity_0338,train_identity_0497,Female_20-39_Light
data\raw\images\fairface_0003715.jpg,data\raw\images\fairface_0003732.jpg,data\raw\images\fairface_0006572.jpg,train_identity_0338,train_identity_0338,train_identity_1003,Female_20-39_Light
data\raw\images\fairface_0003736.jpg,data\raw\images\fairface_0003742.jpg,data\raw\images\fairface_0005142.jpg,train_identity_0339,train_identity_0339,train_identity_0365,Female_20-39_Light
data\raw\images\fairface_0003736.jpg,data\raw\images\fairface_0003743.jpg,data\raw\images\fairface_0006897.jpg,train_identity_0339,train_identity_0339,train_identity_1203,Female_20-39_Light
data\raw\images\fairface_0003736.jpg,data\raw\images\fairface_0003760.jpg,data\raw\images\fairface_0001442.jpg,train_identity_0339,train_identity_0339,train_identity_0707,Female_20-39_Light
data\raw\images\fairface_0003742.jpg,data\raw\images\fairface_0003743.jpg,data\raw\images\fairface_0004770.jpg,train_identity_0339,train_identity_0339,train_identity_1717,Female_20-39_Light
data\raw\images\fairface_0003742.jpg,data\raw\images\fairface_0003760.jpg,data\raw\images\fairface_0005984.jpg,train_identity_0339,train_identity_0339,train_identity_1535,Female_20-39_Light
