sample_id,age,gender,race,image_path,gender_mapped,age_bin,skin_tone,subgroup
fairface_0008513,5,1,2,data\raw\images\fairface_0008513.jpg,Female,40-59,Dark,Female_40-59_Dark
fairface_0004422,5,1,0,data\raw\images\fairface_0004422.jpg,Female,40-59,Light,Female_40-59_Light
fairface_0007033,5,1,0,data\raw\images\fairface_0007033.jpg,Female,40-59,Light,Female_40-59_Light
fairface_0001797,4,0,3,data\raw\images\fairface_0001797.jpg,Male,20-39,Light,Male_20-39_Light
fairface_0008735,4,1,0,data\raw\images\fairface_0008735.jpg,Female,20-39,Light,Female_20-39_Light
fairface_0005812,4,0,0,data\raw\images\fairface_0005812.jpg,Male,20-39,Light,Male_20-39_Light
fairface_0002630,6,1,5,data\raw\images\fairface_0002630.jpg,Female,60+,Medium,Female_60+_Medium
fairface_0008436,6,0,5,data\raw\images\fairface_0008436.jpg,Male,60+,Medium,Male_60+_Medium
fairface_0001317,3,0,2,data\raw\images\fairface_0001317.jpg,Male,20-39,Dark,Male_20-39_Dark
fairface_0004151,3,0,6,data\raw\images\fairface_0004151.jpg,Male,20-39,Medium,Male_20-39_Medium
fairface_0000607,1,1,5,data\raw\images\fairface_0000607.jpg,Female,0-19,Medium,Female_0-19_Medium
fairface_0001194,1,0,5,data\raw\images\fairface_0001194.jpg,Male,0-19,Medium,Male_0-19_Medium
fairface_0001245,3,0,2,data\raw\images\fairface_0001245.jpg,Male,20-39,Dark,Male_20-39_Dark
fairface_0001682,1,0,5,data\raw\images\fairface_0001682.jpg,Male,0-19,Medium,Male_0-19_Medium
fairface_0007845,5,1,1,data\raw\images\fairface_0007845.jpg,Female,40-59,Medium,Female_40-59_Medium
fairface_0002548,3,1,3,data\raw\images\fairface_0002548.jpg,Female,20-39,Light,Female_20-39_Light
fairface_0006787,4,1,1,data\raw\images\fairface_0006787.jpg,Female,20-39,Medium,Female_20-39_Medium
fairface_0004771,3,0,0,data\raw\images\fairface_0004771.jpg,Male,20-39,Light,Male_20-39_Light
fairface_0002772,5,1,5,data\raw\images\fairface_0002772.jpg,Female,40-59,Medium,Female_40-59_Medium
fairface_0008250,1,1,3,data\raw\images\fairface_0008250.jpg,Female,0-19,Light,Female_0-19_Light
fairface_0002420,1,1,3,data\raw\images\fairface_0002420.jpg,Female,0-19,Light,Female_0-19_Light
fairface_0002866,3,1,2,data\raw\images\fairface_0002866.jpg,Female,20-39,Dark,Female_20-39_Dark
fairface_0009576,6,1,0,data\raw\images\fairface_0009576.jpg,Female,60+,Light,Female_60+_Light
fairface_0000822,5,0,2,data\raw\images\fairface_0000822.jpg,Male,40-59,Dark,Male_40-59_Dark
fairface_0007820,4,0,3,data\raw\images\fairface_0007820.jpg,Male,20-39,Light,Male_20-39_Light
fairface_0000307,2,0,5,data\raw\images\fairface_0000307.jpg,Male,0-19,Medium,Male_0-19_Medium
fairface_0003387,5,0,6,data\raw\images\fairface_0003387.jpg,Male,40-59,Medium,Male_40-59_Medium
fairface_0003828,3,1,6,data\raw\images\fairface_0003828.jpg,Female,20-39,Medium,Female_20-39_Medium
fairface_0005338,4,1,2,data\raw\images\fairface_0005338.jpg,Female,20-39,Dark,Female_20-39_Dark
fairface_0006080,7,1,1,data\raw\images\fairface_0006080.jpg,Female,60+,Medium,Female_60+_Medium
fairface_0003438,4,0,1,data\raw\images\fairface_0003438.jpg,Male,20-39,Medium,Male_20-39_Medium
fairface_0000805,3,0,0,data\raw\images\fairface_0000805.jpg,Male,20-39,Light,Male_20-39_Light
fairface_0001254,2,0,2,data\raw\images\fairface_0001254.jpg,Male,0-19,Dark,Male_0-19_Dark
fairface_0006990,1,1,2,data\raw\images\fairface_0006990.jpg,Female,0-19,Dark,Female_0-19_Dark
fairface_0008068,2,1,1,data\raw\images\fairface_0008068.jpg,Female,0-19,Medium,Female_0-19_Medium
fairface_0006384,1,1,6,data\raw\images\fairface_0006384.jpg,Female,0-19,Medium,Female_0-19_Medium
fairface_0001471,3,0,0,data\raw\images\fairface_0001471.jpg,Male,20-39,Light,Male_20-39_Light
fairface_0002104,3,1,3,data\raw\images\fairface_0002104.jpg,Female,20-39,Light,Female_20-39_Light
fairface_0007141,5,1,5,data\raw\images\fairface_0007141.jpg,Female,40-59,Medium,Female_40-59_Medium
fairface_0000771,2,1,1,data\raw\images\fairface_0000771.jpg,Female,0-19,Medium,Female_0-19_Medium
fairface_0008181,4,0,1,data\raw\images\fairface_0008181.jpg,Male,20-39,Medium,Male_20-39_Medium
fairface_0006137,5,1,6,data\raw\images\fairface_0006137.jpg,Female,40-59,Medium,Female_40-59_Medium
fairface_0000934,2,1,5,data\raw\images\fairface_0000934.jpg,Female,0-19,Medium,Female_0-19_Medium
fairface_0003373,5,0,0,data\raw\images\fairface_0003373.jpg,Male,40-59,Light,Male_40-59_Light
fairface_0003760,3,1,3,data\raw\images\fairface_0003760.jpg,Female,20-39,Light,Female_20-39_Light
fairface_0002173,3,0,6,data\raw\images\fairface_0002173.jpg,Male,20-39,Medium,Male_20-39_Medium
fairface_0002477,5,1,1,data\raw\images\fairface_0002477.jpg,Female,40-59,Medium,Female_40-59_Medium
fairface_0001080,7,0,6,data\raw\images\fairface_0001080.jpg,Male,60+,Medium,Male_60+_Medium
fairface_0003082,4,1,0,data\raw\images\fairface_0003082.jpg,Female,20-39,Light,Female_20-39_Light
fairface_0002397,4,1,3,data\raw\images\fairface_0002397.jpg,Female,20-39,Light,Female_20-39_Light
fairface_0001116,5,0,3,data\raw\images\fairface_0001116.jpg,Male,40-59,Light,Male_40-59_Light
fairface_0007085,3,1,5,data\raw\images\fairface_0007085.jpg,Female,20-39,Medium,Female_20-39_Medium
fairface_0005865,3,1,3,data\raw\images\fairface_0005865.jpg,Female,20-39,Light,Female_20-39_Light
fairface_0007951,7,1,0,data\raw\images\fairface_0007951.jpg,Female,60+,Light,Female_60+_Light
fairface_0008531,3,0,0,data\raw\images\fairface_0008531.jpg,Male,20-39,Light,Male_20-39_Light
fairface_0003366,5,1,2,data\raw\images\fairface_0003366.jpg,Female,40-59,Dark,Female_40-59_Dark
fairface_0006448,4,0,0,data\raw\images\fairface_0006448.jpg,Male,20-39,Light,Male_20-39_Light
fairface_0009795,1,1,0,data\raw\images\fairface_0009795.jpg,Female,0-19,Light,Female_0-19_Light
fairface_0009851,4,1,3,data\raw\images\fairface_0009851.jpg,Female,20-39,Light,Female_20-39_Light
fairface_0005125,3,1,1,data\raw\images\fairface_0005125.jpg,Female,20-39,Medium,Female_20-39_Medium
fairface_0006960,3,1,1,data\raw\images\fairface_0006960.jpg,Female,20-39,Medium,Female_20-39_Medium
fairface_0002407,5,1,6,data\raw\images\fairface_0002407.jpg,Female,40-59,Medium,Female_40-59_Medium
fairface_0000346,4,0,3,data\raw\images\fairface_0000346.jpg,Male,20-39,Light,Male_20-39_Light
fairface_0005900,3,1,6,data\raw\images\fairface_0005900.jpg,Female,20-39,Medium,Female_20-39_Medium
fairface_0005464,4,1,0,data\raw\images\fairface_0005464.jpg,Female,20-39,Light,Female_20-39_Light
fairface_0007026,4,0,1,data\raw\images\fairface_0007026.jpg,Male,20-39,Medium,Male_20-39_Medium
fairface_0005234,1,0,6,data\raw\images\fairface_0005234.jpg,Male,0-19,Medium,Male_0-19_Medium
fairface_0003947,5,0,4,data\raw\images\fairface_0003947.jpg,Male,40-59,Medium,Male_40-59_Medium
fairface_0002266,0,1,2,data\raw\images\fairface_0002266.jpg,Female,0-19,Dark,Female_0-19_Dark
fairface_0000386,4,1,6,data\raw\images\fairface_0000386.jpg,Female,20-39,Medium,Female_20-39_Medium
fairface_0009061,4,1,3,data\raw\images\fairface_0009061.jpg,Female,20-39,Light,Female_20-39_Light
fairface_0003641,4,0,2,data\raw\images\fairface_0003641.jpg,Male,20-39,Dark,Male_20-39_Dark
fairface_0005602,6,0,2,data\raw\images\fairface_0005602.jpg,Male,60+,Dark,Male_60+_Dark
fairface_0007687,1,0,3,data\raw\images\fairface_0007687.jpg,Male,0-19,Light,Male_0-19_Light
fairface_0006803,3,0,0,data\raw\images\fairface_0006803.jpg,Male,20-39,Light,Male_20-39_Light
fairface_0003615,3,1,6,data\raw\images\fairface_0003615.jpg,Female,20-39,Medium,Female_20-39_Medium
fairface_0004340,5,1,3,data\raw\images\fairface_0004340.jpg,Female,40-59,Light,Female_40-59_Light
fairface_0000942,3,1,1,data\raw\images\fairface_0000942.jpg,Female,20-39,Medium,Female_20-39_Medium
fairface_0002076,3,1,2,data\raw\images\fairface_0002076.jpg,Female,20-39,Dark,Female_20-39_Dark
fairface_0006749,3,0,3,data\raw\images\fairface_0006749.jpg,Male,20-39,Light,Male_20-39_Light
fairface_0005765,3,1,6,data\raw\images\fairface_0005765.jpg,Female,20-39,Medium,Female_20-39_Medium
fairface_0004084,4,0,4,data\raw\images\fairface_0004084.jpg,Male,20-39,Medium,Male_20-39_Medium
fairface_0002229,4,0,6,data\raw\images\fairface_0002229.jpg,Male,20-39,Medium,Male_20-39_Medium
fairface_0000045,2,1,1,data\raw\images\fairface_0000045.jpg,Female,0-19,Medium,Female_0-19_Medium
fairface_0000974,4,0,6,data\raw\images\fairface_0000974.jpg,Male,20-39,Medium,Male_20-39_Medium
fairface_0001154,2,0,5,data\raw\images\fairface_0001154.jpg,Male,0-19,Medium,Male_0-19_Medium
fairface_0005557,2,1,5,data\raw\images\fairface_0005557.jpg,Female,0-19,Medium,Female_0-19_Medium
fairface_0006178,4,1,3,data\raw\images\fairface_0006178.jpg,Female,20-39,Light,Female_20-39_Light
fairface_0005321,7,0,4,data\raw\images\fairface_0005321.jpg,Male,60+,Medium,Male_60+_Medium
fairface_0001575,3,0,3,data\raw\images\fairface_0001575.jpg,Male,20-39,Light,Male_20-39_Light
fairface_0009936,5,1,3,data\raw\images\fairface_0009936.jpg,Female,40-59,Light,Female_40-59_Light
fairface_0008197,1,0,6,data\raw\images\fairface_0008197.jpg,Male,0-19,Medium,Male_0-19_Medium
fairface_0007797,3,0,3,data\raw\images\fairface_0007797.jpg,Male,20-39,Light,Male_20-39_Light
fairface_0008986,3,0,6,data\raw\images\fairface_0008986.jpg,Male,20-39,Medium,Male_20-39_Medium
fairface_0007156,3,1,4,data\raw\images\fairface_0007156.jpg,Female,20-39,Medium,Female_20-39_Medium
fairface_0003398,3,1,5,data\raw\images\fairface_0003398.jpg,Female,20-39,Medium,Female_20-39_Medium
fairface_0001056,3,1,5,data\raw\images\fairface_0001056.jpg,Female,20-39,Medium,Female_20-39_Medium
fairface_0003262,5,0,1,data\raw\images\fairface_0003262.jpg,Male,40-59,Medium,Male_40-59_Medium
fairface_0000834,6,0,2,data\raw\images\fairface_0000834.jpg,Male,60+,Dark,Male_60+_Dark
fairface_0005604,6,1,2,data\raw\images\fairface_0005604.jpg,Female,60+,Dark,Female_60+_Dark
fairface_0005944,4,1,5,data\raw\images\fairface_0005944.jpg,Female,20-39,Medium,Female_20-39_Medium
fairface_0009556,7,1,5,data\raw\images\fairface_0009556.jpg,Female,60+,Medium,Female_60+_Medium
fairface_0009583,3,1,0,data\raw\images\fairface_0009583.jpg,Female,20-39,Light,Female_20-39_Light
fairface_0004962,3,0,5,data\raw\images\fairface_0004962.jpg,Male,20-39,Medium,Male_20-39_Medium
fairface_0008659,5,1,1,data\raw\images\fairface_0008659.jpg,Female,40-59,Medium,Female_40-59_Medium
fairface_0000758,3,0,5,data\raw\images\fairface_0000758.jpg,Male,20-39,Medium,Male_20-39_Medium
fairface_0001320,4,0,3,data\raw\images\fairface_0001320.jpg,Male,20-39,Light,Male_20-39_Light
fairface_0007665,6,0,1,data\raw\images\fairface_0007665.jpg,Male,60+,Medium,Male_60+_Medium
fairface_0002038,2,0,1,data\raw\images\fairface_0002038.jpg,Male,0-19,Medium,Male_0-19_Medium
fairface_0002498,3,0,3,data\raw\images\fairface_0002498.jpg,Male,20-39,Light,Male_20-39_Light
fairface_0006513,2,0,0,data\raw\images\fairface_0006513.jpg,Male,0-19,Light,Male_0-19_Light
fairface_0009040,3,0,2,data\raw\images\fairface_0009040.jpg,Male,20-39,Dark,Male_20-39_Dark
fairface_0009369,7,0,6,data\raw\images\fairface_0009369.jpg,Male,60+,Medium,Male_60+_Medium
fairface_0009701,4,0,4,data\raw\images\fairface_0009701.jpg,Male,20-39,Medium,Male_20-39_Medium
fairface_0009655,6,1,4,data\raw\images\fairface_0009655.jpg,Female,60+,Medium,Female_60+_Medium
fairface_0001163,1,0,3,data\raw\images\fairface_0001163.jpg,Male,0-19,Light,Male_0-19_Light
fairface_0006082,3,1,3,data\raw\images\fairface_0006082.jpg,Female,20-39,Light,Female_20-39_Light
fairface_0008747,4,0,2,data\raw\images\fairface_0008747.jpg,Male,20-39,Dark,Male_20-39_Dark
fairface_0005580,5,0,1,data\raw\images\fairface_0005580.jpg,Male,40-59,Medium,Male_40-59_Medium
fairface_0004404,5,1,1,data\raw\images\fairface_0004404.jpg,Female,40-59,Medium,Female_40-59_Medium
fairface_0003885,5,0,4,data\raw\images\fairface_0003885.jpg,Male,40-59,Medium,Male_40-59_Medium
fairface_0003823,2,1,3,data\raw\images\fairface_0003823.jpg,Female,0-19,Light,Female_0-19_Light
fairface_0007154,2,1,3,data\raw\images\fairface_0007154.jpg,Female,0-19,Light,Female_0-19_Light
fairface_0004838,4,0,2,data\raw\images\fairface_0004838.jpg,Male,20-39,Dark,Male_20-39_Dark
fairface_0006035,4,0,5,data\raw\images\fairface_0006035.jpg,Male,20-39,Medium,Male_20-39_Medium
fairface_0009366,3,1,6,data\raw\images\fairface_0009366.jpg,Female,20-39,Medium,Female_20-39_Medium
fairface_0004643,1,1,0,data\raw\images\fairface_0004643.jpg,Female,0-19,Light,Female_0-19_Light
fairface_0002436,3,1,1,data\raw\images\fairface_0002436.jpg,Female,20-39,Medium,Female_20-39_Medium
fairface_0003845,3,1,0,data\raw\images\fairface_0003845.jpg,Female,20-39,Light,Female_20-39_Light
fairface_0007186,3,1,1,data\raw\images\fairface_0007186.jpg,Female,20-39,Medium,Female_20-39_Medium
fairface_0007713,2,1,6,data\raw\images\fairface_0007713.jpg,Female,0-19,Medium,Female_0-19_Medium
fairface_0002241,1,0,0,data\raw\images\fairface_0002241.jpg,Male,0-19,Light,Male_0-19_Light
fairface_0007511,4,0,5,data\raw\images\fairface_0007511.jpg,Male,20-39,Medium,Male_20-39_Medium
fairface_0004996,4,0,5,data\raw\images\fairface_0004996.jpg,Male,20-39,Medium,Male_20-39_Medium
fairface_0007074,3,1,6,data\raw\images\fairface_0007074.jpg,Female,20-39,Medium,Female_20-39_Medium
fairface_0008724,4,1,3,data\raw\images\fairface_0008724.jpg,Female,20-39,Light,Female_20-39_Light
fairface_0001349,4,1,4,data\raw\images\fairface_0001349.jpg,Female,20-39,Medium,Female_20-39_Medium
fairface_0004782,3,1,3,data\raw\images\fairface_0004782.jpg,Female,20-39,Light,Female_20-39_Light
fairface_0000505,1,0,0,data\raw\images\fairface_0000505.jpg,Male,0-19,Light,Male_0-19_Light
fairface_0002876,2,0,6,data\raw\images\fairface_0002876.jpg,Male,0-19,Medium,Male_0-19_Medium
fairface_0000583,5,0,3,data\raw\images\fairface_0000583.jpg,Male,40-59,Light,Male_40-59_Light
fairface_0000819,1,0,5,data\raw\images\fairface_0000819.jpg,Male,0-19,Medium,Male_0-19_Medium
fairface_0003029,4,1,4,data\raw\images\fairface_0003029.jpg,Female,20-39,Medium,Female_20-39_Medium
fairface_0001700,1,0,1,data\raw\images\fairface_0001700.jpg,Male,0-19,Medium,Male_0-19_Medium
fairface_0002100,4,1,5,data\raw\images\fairface_0002100.jpg,Female,20-39,Medium,Female_20-39_Medium
fairface_0005509,1,1,2,data\raw\images\fairface_0005509.jpg,Female,0-19,Dark,Female_0-19_Dark
fairface_0001748,6,1,6,data\raw\images\fairface_0001748.jpg,Female,60+,Medium,Female_60+_Medium
fairface_0008555,5,0,5,data\raw\images\fairface_0008555.jpg,Male,40-59,Medium,Male_40-59_Medium
fairface_0003416,3,0,0,data\raw\images\fairface_0003416.jpg,Male,20-39,Light,Male_20-39_Light
fairface_0003153,3,0,3,data\raw\images\fairface_0003153.jpg,Male,20-39,Light,Male_20-39_Light
fairface_0002639,3,0,0,data\raw\images\fairface_0002639.jpg,Male,20-39,Light,Male_20-39_Light
fairface_0006343,4,1,4,data\raw\images\fairface_0006343.jpg,Female,20-39,Medium,Female_20-39_Medium
fairface_0002735,1,0,1,data\raw\images\fairface_0002735.jpg,Male,0-19,Medium,Male_0-19_Medium
fairface_0007599,6,0,3,data\raw\images\fairface_0007599.jpg,Male,60+,Light,Male_60+_Light
fairface_0003853,1,0,4,data\raw\images\fairface_0003853.jpg,Male,0-19,Medium,Male_0-19_Medium
fairface_0004799,3,1,5,data\raw\images\fairface_0004799.jpg,Female,20-39,Medium,Female_20-39_Medium
fairface_0006864,4,0,2,data\raw\images\fairface_0006864.jpg,Male,20-39,Dark,Male_20-39_Dark
fairface_0008446,1,1,0,data\raw\images\fairface_0008446.jpg,Female,0-19,Light,Female_0-19_Light
fairface_0001307,8,1,5,data\raw\images\fairface_0001307.jpg,Female,0-19,Medium,Female_0-19_Medium
fairface_0008528,3,1,5,data\raw\images\fairface_0008528.jpg,Female,20-39,Medium,Female_20-39_Medium
fairface_0004091,2,1,5,data\raw\images\fairface_0004091.jpg,Female,0-19,Medium,Female_0-19_Medium
fairface_0006544,3,1,3,data\raw\images\fairface_0006544.jpg,Female,20-39,Light,Female_20-39_Light
fairface_0008610,7,0,6,data\raw\images\fairface_0008610.jpg,Male,60+,Medium,Male_60+_Medium
fairface_0008301,3,1,3,data\raw\images\fairface_0008301.jpg,Female,20-39,Light,Female_20-39_Light
fairface_0009751,6,0,3,data\raw\images\fairface_0009751.jpg,Male,60+,Light,Male_60+_Light
fairface_0000200,2,0,2,data\raw\images\fairface_0000200.jpg,Male,0-19,Dark,Male_0-19_Dark
fairface_0009877,4,1,1,data\raw\images\fairface_0009877.jpg,Female,20-39,Medium,Female_20-39_Medium
fairface_0002316,3,1,0,data\raw\images\fairface_0002316.jpg,Female,20-39,Light,Female_20-39_Light
fairface_0005137,1,0,5,data\raw\images\fairface_0005137.jpg,Male,0-19,Medium,Male_0-19_Medium
fairface_0004272,4,1,4,data\raw\images\fairface_0004272.jpg,Female,20-39,Medium,Female_20-39_Medium
fairface_0003862,6,1,2,data\raw\images\fairface_0003862.jpg,Female,60+,Dark,Female_60+_Dark
fairface_0004193,5,1,0,data\raw\images\fairface_0004193.jpg,Female,40-59,Light,Female_40-59_Light
fairface_0003863,3,1,6,data\raw\images\fairface_0003863.jpg,Female,20-39,Medium,Female_20-39_Medium
fairface_0006897,3,0,3,data\raw\images\fairface_0006897.jpg,Male,20-39,Light,Male_20-39_Light
fairface_0009882,2,1,4,data\raw\images\fairface_0009882.jpg,Female,0-19,Medium,Female_0-19_Medium
fairface_0005703,7,0,5,data\raw\images\fairface_0005703.jpg,Male,60+,Medium,Male_60+_Medium
fairface_0005984,5,0,3,data\raw\images\fairface_0005984.jpg,Male,40-59,Light,Male_40-59_Light
fairface_0001849,3,1,2,data\raw\images\fairface_0001849.jpg,Female,20-39,Dark,Female_20-39_Dark
fairface_0007754,4,1,3,data\raw\images\fairface_0007754.jpg,Female,20-39,Light,Female_20-39_Light
fairface_0005054,3,0,4,data\raw\images\fairface_0005054.jpg,Male,20-39,Medium,Male_20-39_Medium
fairface_0004339,3,0,0,data\raw\images\fairface_0004339.jpg,Male,20-39,Light,Male_20-39_Light
fairface_0006199,4,1,3,data\raw\images\fairface_0006199.jpg,Female,20-39,Light,Female_20-39_Light
fairface_0002360,5,1,6,data\raw\images\fairface_0002360.jpg,Female,40-59,Medium,Female_40-59_Medium
fairface_0001028,3,1,3,data\raw\images\fairface_0001028.jpg,Female,20-39,Light,Female_20-39_Light
fairface_0008305,4,1,3,data\raw\images\fairface_0008305.jpg,Female,20-39,Light,Female_20-39_Light
fairface_0000915,3,1,1,data\raw\images\fairface_0000915.jpg,Female,20-39,Medium,Female_20-39_Medium
fairface_0003572,3,1,4,data\raw\images\fairface_0003572.jpg,Female,20-39,Medium,Female_20-39_Medium
fairface_0002443,3,1,3,data\raw\images\fairface_0002443.jpg,Female,20-39,Light,Female_20-39_Light
fairface_0003516,5,0,0,data\raw\images\fairface_0003516.jpg,Male,40-59,Light,Male_40-59_Light
fairface_0006642,3,1,3,data\raw\images\fairface_0006642.jpg,Female,20-39,Light,Female_20-39_Light
fairface_0008006,7,0,0,data\raw\images\fairface_0008006.jpg,Male,60+,Light,Male_60+_Light
fairface_0001051,4,1,1,data\raw\images\fairface_0001051.jpg,Female,20-39,Medium,Female_20-39_Medium
fairface_0006928,3,1,2,data\raw\images\fairface_0006928.jpg,Female,20-39,Dark,Female_20-39_Dark
fairface_0008465,5,1,5,data\raw\images\fairface_0008465.jpg,Female,40-59,Medium,Female_40-59_Medium
fairface_0004985,3,0,3,data\raw\images\fairface_0004985.jpg,Male,20-39,Light,Male_20-39_Light
fairface_0000595,4,0,5,data\raw\images\fairface_0000595.jpg,Male,20-39,Medium,Male_20-39_Medium
fairface_0004869,4,0,1,data\raw\images\fairface_0004869.jpg,Male,20-39,Medium,Male_20-39_Medium
fairface_0007448,3,1,0,data\raw\images\fairface_0007448.jpg,Female,20-39,Light,Female_20-39_Light
fairface_0006170,2,0,2,data\raw\images\fairface_0006170.jpg,Male,0-19,Dark,Male_0-19_Dark
fairface_0000139,3,1,0,data\raw\images\fairface_0000139.jpg,Female,20-39,Light,Female_20-39_Light
fairface_0007473,1,0,5,data\raw\images\fairface_0007473.jpg,Male,0-19,Medium,Male_0-19_Medium
fairface_0008771,3,1,6,data\raw\images\fairface_0008771.jpg,Female,20-39,Medium,Female_20-39_Medium
fairface_0004492,1,0,1,data\raw\images\fairface_0004492.jpg,Male,0-19,Medium,Male_0-19_Medium
fairface_0007630,3,0,6,data\raw\images\fairface_0007630.jpg,Male,20-39,Medium,Male_20-39_Medium
fairface_0005168,7,0,5,data\raw\images\fairface_0005168.jpg,Male,60+,Medium,Male_60+_Medium
fairface_0006311,2,1,4,data\raw\images\fairface_0006311.jpg,Female,0-19,Medium,Female_0-19_Medium
fairface_0001626,4,1,4,data\raw\images\fairface_0001626.jpg,Female,20-39,Medium,Female_20-39_Medium
fairface_0008814,3,1,2,data\raw\images\fairface_0008814.jpg,Female,20-39,Dark,Female_20-39_Dark
fairface_0007908,5,0,6,data\raw\images\fairface_0007908.jpg,Male,40-59,Medium,Male_40-59_Medium
fairface_0004051,7,1,3,data\raw\images\fairface_0004051.jpg,Female,60+,Light,Female_60+_Light
fairface_0008200,2,1,0,data\raw\images\fairface_0008200.jpg,Female,0-19,Light,Female_0-19_Light
fairface_0005209,4,1,3,data\raw\images\fairface_0005209.jpg,Female,20-39,Light,Female_20-39_Light
fairface_0005134,4,0,6,data\raw\images\fairface_0005134.jpg,Male,20-39,Medium,Male_20-39_Medium
fairface_0003291,6,0,5,data\raw\images\fairface_0003291.jpg,Male,60+,Medium,Male_60+_Medium
fairface_0002558,5,0,5,data\raw\images\fairface_0002558.jpg,Male,40-59,Medium,Male_40-59_Medium
fairface_0000659,5,0,3,data\raw\images\fairface_0000659.jpg,Male,40-59,Light,Male_40-59_Light
fairface_0007774,1,0,6,data\raw\images\fairface_0007774.jpg,Male,0-19,Medium,Male_0-19_Medium
fairface_0000254,3,1,0,data\raw\images\fairface_0000254.jpg,Female,20-39,Light,Female_20-39_Light
fairface_0001466,5,1,3,data\raw\images\fairface_0001466.jpg,Female,40-59,Light,Female_40-59_Light
fairface_0006175,4,0,6,data\raw\images\fairface_0006175.jpg,Male,20-39,Medium,Male_20-39_Medium
fairface_0001093,1,0,2,data\raw\images\fairface_0001093.jpg,Male,0-19,Dark,Male_0-19_Dark
fairface_0004216,6,0,5,data\raw\images\fairface_0004216.jpg,Male,60+,Medium,Male_60+_Medium
fairface_0008111,3,1,3,data\raw\images\fairface_0008111.jpg,Female,20-39,Light,Female_20-39_Light
fairface_0007628,5,0,2,data\raw\images\fairface_0007628.jpg,Male,40-59,Dark,Male_40-59_Dark
fairface_0000044,2,1,0,data\raw\images\fairface_0000044.jpg,Female,0-19,Light,Female_0-19_Light
fairface_0003180,3,1,3,data\raw\images\fairface_0003180.jpg,Female,20-39,Light,Female_20-39_Light
fairface_0003121,3,1,3,data\raw\images\fairface_0003121.jpg,Female,20-39,Light,Female_20-39_Light
fairface_0005655,3,1,1,data\raw\images\fairface_0005655.jpg,Female,20-39,Medium,Female_20-39_Medium
fairface_0004669,6,0,3,data\raw\images\fairface_0004669.jpg,Male,60+,Light,Male_60+_Light
fairface_0009066,3,1,3,data\raw\images\fairface_0009066.jpg,Female,20-39,Light,Female_20-39_Light
fairface_0000356,3,1,2,data\raw\images\fairface_0000356.jpg,Female,20-39,Dark,Female_20-39_Dark
fairface_0006798,2,0,1,data\raw\images\fairface_0006798.jpg,Male,0-19,Medium,Male_0-19_Medium
fairface_0008655,3,1,0,data\raw\images\fairface_0008655.jpg,Female,20-39,Light,Female_20-39_Light
fairface_0006765,3,1,0,data\raw\images\fairface_0006765.jpg,Female,20-39,Light,Female_20-39_Light
fairface_0001728,5,1,4,data\raw\images\fairface_0001728.jpg,Female,40-59,Medium,Female_40-59_Medium
fairface_0006734,1,1,2,data\raw\images\fairface_0006734.jpg,Female,0-19,Dark,Female_0-19_Dark
fairface_0006671,3,1,3,data\raw\images\fairface_0006671.jpg,Female,20-39,Light,Female_20-39_Light
fairface_0004110,3,0,3,data\raw\images\fairface_0004110.jpg,Male,20-39,Light,Male_20-39_Light
fairface_0009758,4,0,1,data\raw\images\fairface_0009758.jpg,Male,20-39,Medium,Male_20-39_Medium
fairface_0002734,4,0,3,data\raw\images\fairface_0002734.jpg,Male,20-39,Light,Male_20-39_Light
fairface_0000014,6,1,0,data\raw\images\fairface_0000014.jpg,Female,60+,Light,Female_60+_Light
fairface_0009980,1,1,6,data\raw\images\fairface_0009980.jpg,Female,0-19,Medium,Female_0-19_Medium
fairface_0008119,0,1,3,data\raw\images\fairface_0008119.jpg,Female,0-19,Light,Female_0-19_Light
fairface_0001284,7,1,2,data\raw\images\fairface_0001284.jpg,Female,60+,Dark,Female_60+_Dark
fairface_0008330,4,0,3,data\raw\images\fairface_0008330.jpg,Male,20-39,Light,Male_20-39_Light
fairface_0003128,3,1,3,data\raw\images\fairface_0003128.jpg,Female,20-39,Light,Female_20-39_Light
fairface_0004487,3,1,3,data\raw\images\fairface_0004487.jpg,Female,20-39,Light,Female_20-39_Light
fairface_0005156,3,1,3,data\raw\images\fairface_0005156.jpg,Female,20-39,Light,Female_20-39_Light
fairface_0001204,7,0,4,data\raw\images\fairface_0001204.jpg,Male,60+,Medium,Male_60+_Medium
fairface_0004188,0,1,3,data\raw\images\fairface_0004188.jpg,Female,0-19,Light,Female_0-19_Light
fairface_0006973,4,1,6,data\raw\images\fairface_0006973.jpg,Female,20-39,Medium,Female_20-39_Medium
fairface_0006681,3,1,6,data\raw\images\fairface_0006681.jpg,Female,20-39,Medium,Female_20-39_Medium
fairface_0009771,4,1,6,data\raw\images\fairface_0009771.jpg,Female,20-39,Medium,Female_20-39_Medium
fairface_0009846,5,1,0,data\raw\images\fairface_0009846.jpg,Female,40-59,Light,Female_40-59_Light
fairface_0005855,3,1,3,data\raw\images\fairface_0005855.jpg,Female,20-39,Light,Female_20-39_Light
fairface_0006561,1,0,3,data\raw\images\fairface_0006561.jpg,Male,0-19,Light,Male_0-19_Light
fairface_0002692,3,1,3,data\raw\images\fairface_0002692.jpg,Female,20-39,Light,Female_20-39_Light
fairface_0009663,3,1,0,data\raw\images\fairface_0009663.jpg,Female,20-39,Light,Female_20-39_Light
