sample_id,age,gender,race,image_path,gender_mapped,age_bin,skin_tone,subgroup
fairface_0001283,3,1,5,data\raw\images\fairface_0001283.jpg,Female,20-39,Medium,Female_20-39_Medium
fairface_0007453,3,1,6,data\raw\images\fairface_0007453.jpg,Female,20-39,Medium,Female_20-39_Medium
fairface_0009532,4,0,1,data\raw\images\fairface_0009532.jpg,Male,20-39,Medium,Male_20-39_Medium
fairface_0003322,1,0,0,data\raw\images\fairface_0003322.jpg,Male,0-19,Light,Male_0-19_Light
fairface_0009277,3,1,5,data\raw\images\fairface_0009277.jpg,Female,20-39,Medium,Female_20-39_Medium
fairface_0007646,1,0,3,data\raw\images\fairface_0007646.jpg,Male,0-19,Light,Male_0-19_Light
fairface_0005827,3,1,5,data\raw\images\fairface_0005827.jpg,Female,20-39,Medium,Female_20-39_Medium
fairface_0005776,4,1,0,data\raw\images\fairface_0005776.jpg,Female,20-39,Light,Female_20-39_Light
fairface_0005586,3,1,2,data\raw\images\fairface_0005586.jpg,Female,20-39,Dark,Female_20-39_Dark
fairface_0000767,2,0,6,data\raw\images\fairface_0000767.jpg,Male,0-19,Medium,Male_0-19_Medium
fairface_0008549,3,1,5,data\raw\images\fairface_0008549.jpg,Female,20-39,Medium,Female_20-39_Medium
fairface_0006859,2,1,1,data\raw\images\fairface_0006859.jpg,Female,0-19,Medium,Female_0-19_Medium
fairface_0006490,5,1,4,data\raw\images\fairface_0006490.jpg,Female,40-59,Medium,Female_40-59_Medium
fairface_0000816,5,1,3,data\raw\images\fairface_0000816.jpg,Female,40-59,Light,Female_40-59_Light
fairface_0000774,6,0,3,data\raw\images\fairface_0000774.jpg,Male,60+,Light,Male_60+_Light
fairface_0001423,5,0,4,data\raw\images\fairface_0001423.jpg,Male,40-59,Medium,Male_40-59_Medium
fairface_0004254,5,0,0,data\raw\images\fairface_0004254.jpg,Male,40-59,Light,Male_40-59_Light
fairface_0000180,5,1,0,data\raw\images\fairface_0000180.jpg,Female,40-59,Light,Female_40-59_Light
fairface_0001235,3,1,6,data\raw\images\fairface_0001235.jpg,Female,20-39,Medium,Female_20-39_Medium
fairface_0003298,1,1,3,data\raw\images\fairface_0003298.jpg,Female,0-19,Light,Female_0-19_Light
fairface_0003317,4,1,6,data\raw\images\fairface_0003317.jpg,Female,20-39,Medium,Female_20-39_Medium
fairface_0008089,6,0,3,data\raw\images\fairface_0008089.jpg,Male,60+,Light,Male_60+_Light
fairface_0003308,4,1,0,data\raw\images\fairface_0003308.jpg,Female,20-39,Light,Female_20-39_Light
fairface_0006212,3,0,3,data\raw\images\fairface_0006212.jpg,Male,20-39,Light,Male_20-39_Light
fairface_0009379,3,1,3,data\raw\images\fairface_0009379.jpg,Female,20-39,Light,Female_20-39_Light
fairface_0008901,4,0,3,data\raw\images\fairface_0008901.jpg,Male,20-39,Light,Male_20-39_Light
fairface_0009121,4,0,0,data\raw\images\fairface_0009121.jpg,Male,20-39,Light,Male_20-39_Light
fairface_0000804,2,1,5,data\raw\images\fairface_0000804.jpg,Female,0-19,Medium,Female_0-19_Medium
fairface_0004832,6,0,6,data\raw\images\fairface_0004832.jpg,Male,60+,Medium,Male_60+_Medium
fairface_0005515,3,1,3,data\raw\images\fairface_0005515.jpg,Female,20-39,Light,Female_20-39_Light
fairface_0005513,1,1,3,data\raw\images\fairface_0005513.jpg,Female,0-19,Light,Female_0-19_Light
fairface_0001627,4,1,1,data\raw\images\fairface_0001627.jpg,Female,20-39,Medium,Female_20-39_Medium
fairface_0001895,2,1,1,data\raw\images\fairface_0001895.jpg,Female,0-19,Medium,Female_0-19_Medium
fairface_0000955,1,0,5,data\raw\images\fairface_0000955.jpg,Male,0-19,Medium,Male_0-19_Medium
fairface_0006914,3,1,2,data\raw\images\fairface_0006914.jpg,Female,20-39,Dark,Female_20-39_Dark
fairface_0005269,3,1,0,data\raw\images\fairface_0005269.jpg,Female,20-39,Light,Female_20-39_Light
fairface_0008856,4,1,1,data\raw\images\fairface_0008856.jpg,Female,20-39,Medium,Female_20-39_Medium
fairface_0001207,3,1,0,data\raw\images\fairface_0001207.jpg,Female,20-39,Light,Female_20-39_Light
fairface_0008846,3,0,3,data\raw\images\fairface_0008846.jpg,Male,20-39,Light,Male_20-39_Light
fairface_0001629,5,0,2,data\raw\images\fairface_0001629.jpg,Male,40-59,Dark,Male_40-59_Dark
fairface_0005117,3,0,3,data\raw\images\fairface_0005117.jpg,Male,20-39,Light,Male_20-39_Light
fairface_0002649,2,1,1,data\raw\images\fairface_0002649.jpg,Female,0-19,Medium,Female_0-19_Medium
fairface_0002233,2,1,5,data\raw\images\fairface_0002233.jpg,Female,0-19,Medium,Female_0-19_Medium
fairface_0005015,4,0,4,data\raw\images\fairface_0005015.jpg,Male,20-39,Medium,Male_20-39_Medium
fairface_0002468,1,0,0,data\raw\images\fairface_0002468.jpg,Male,0-19,Light,Male_0-19_Light
fairface_0002367,2,1,2,data\raw\images\fairface_0002367.jpg,Female,0-19,Dark,Female_0-19_Dark
fairface_0007292,1,0,0,data\raw\images\fairface_0007292.jpg,Male,0-19,Light,Male_0-19_Light
fairface_0008875,6,0,0,data\raw\images\fairface_0008875.jpg,Male,60+,Light,Male_60+_Light
fairface_0002777,5,0,3,data\raw\images\fairface_0002777.jpg,Male,40-59,Light,Male_40-59_Light
fairface_0008114,6,1,5,data\raw\images\fairface_0008114.jpg,Female,60+,Medium,Female_60+_Medium
fairface_0002429,2,1,1,data\raw\images\fairface_0002429.jpg,Female,0-19,Medium,Female_0-19_Medium
fairface_0005018,6,0,3,data\raw\images\fairface_0005018.jpg,Male,60+,Light,Male_60+_Light
fairface_0001794,3,1,0,data\raw\images\fairface_0001794.jpg,Female,20-39,Light,Female_20-39_Light
fairface_0001771,5,1,5,data\raw\images\fairface_0001771.jpg,Female,40-59,Medium,Female_40-59_Medium
fairface_0003496,3,0,1,data\raw\images\fairface_0003496.jpg,Male,20-39,Medium,Male_20-39_Medium
fairface_0002457,1,0,2,data\raw\images\fairface_0002457.jpg,Male,0-19,Dark,Male_0-19_Dark
fairface_0008770,1,0,2,data\raw\images\fairface_0008770.jpg,Male,0-19,Dark,Male_0-19_Dark
fairface_0003403,7,1,2,data\raw\images\fairface_0003403.jpg,Female,60+,Dark,Female_60+_Dark
fairface_0000873,6,0,3,data\raw\images\fairface_0000873.jpg,Male,60+,Light,Male_60+_Light
fairface_0000126,3,1,2,data\raw\images\fairface_0000126.jpg,Female,20-39,Dark,Female_20-39_Dark
fairface_0005669,5,1,6,data\raw\images\fairface_0005669.jpg,Female,40-59,Medium,Female_40-59_Medium
fairface_0007828,3,0,5,data\raw\images\fairface_0007828.jpg,Male,20-39,Medium,Male_20-39_Medium
fairface_0004554,5,0,3,data\raw\images\fairface_0004554.jpg,Male,40-59,Light,Male_40-59_Light
fairface_0007617,4,0,6,data\raw\images\fairface_0007617.jpg,Male,20-39,Medium,Male_20-39_Medium
fairface_0008734,3,0,0,data\raw\images\fairface_0008734.jpg,Male,20-39,Light,Male_20-39_Light
fairface_0003184,5,0,1,data\raw\images\fairface_0003184.jpg,Male,40-59,Medium,Male_40-59_Medium
fairface_0000285,4,1,0,data\raw\images\fairface_0000285.jpg,Female,20-39,Light,Female_20-39_Light
fairface_0002666,1,1,2,data\raw\images\fairface_0002666.jpg,Female,0-19,Dark,Female_0-19_Dark
fairface_0004060,5,0,3,data\raw\images\fairface_0004060.jpg,Male,40-59,Light,Male_40-59_Light
fairface_0003502,3,1,6,data\raw\images\fairface_0003502.jpg,Female,20-39,Medium,Female_20-39_Medium
fairface_0006562,2,1,3,data\raw\images\fairface_0006562.jpg,Female,0-19,Light,Female_0-19_Light
fairface_0008694,6,0,3,data\raw\images\fairface_0008694.jpg,Male,60+,Light,Male_60+_Light
fairface_0007046,2,0,6,data\raw\images\fairface_0007046.jpg,Male,0-19,Medium,Male_0-19_Medium
fairface_0006122,4,0,2,data\raw\images\fairface_0006122.jpg,Male,20-39,Dark,Male_20-39_Dark
fairface_0007025,5,1,0,data\raw\images\fairface_0007025.jpg,Female,40-59,Light,Female_40-59_Light
fairface_0009094,5,0,4,data\raw\images\fairface_0009094.jpg,Male,40-59,Medium,Male_40-59_Medium
fairface_0003802,1,1,0,data\raw\images\fairface_0003802.jpg,Female,0-19,Light,Female_0-19_Light
fairface_0007437,5,0,1,data\raw\images\fairface_0007437.jpg,Male,40-59,Medium,Male_40-59_Medium
fairface_0001971,3,0,5,data\raw\images\fairface_0001971.jpg,Male,20-39,Medium,Male_20-39_Medium
fairface_0002204,4,0,3,data\raw\images\fairface_0002204.jpg,Male,20-39,Light,Male_20-39_Light
fairface_0009186,2,1,6,data\raw\images\fairface_0009186.jpg,Female,0-19,Medium,Female_0-19_Medium
fairface_0000365,3,0,1,data\raw\images\fairface_0000365.jpg,Male,20-39,Medium,Male_20-39_Medium
fairface_0004967,4,0,4,data\raw\images\fairface_0004967.jpg,Male,20-39,Medium,Male_20-39_Medium
fairface_0005382,5,1,1,data\raw\images\fairface_0005382.jpg,Female,40-59,Medium,Female_40-59_Medium
fairface_0003423,4,0,6,data\raw\images\fairface_0003423.jpg,Male,20-39,Medium,Male_20-39_Medium
fairface_0001891,7,0,3,data\raw\images\fairface_0001891.jpg,Male,60+,Light,Male_60+_Light
fairface_0009888,4,1,3,data\raw\images\fairface_0009888.jpg,Female,20-39,Light,Female_20-39_Light
fairface_0004836,5,1,1,data\raw\images\fairface_0004836.jpg,Female,40-59,Medium,Female_40-59_Medium
fairface_0002811,1,1,1,data\raw\images\fairface_0002811.jpg,Female,0-19,Medium,Female_0-19_Medium
fairface_0002976,1,1,1,data\raw\images\fairface_0002976.jpg,Female,0-19,Medium,Female_0-19_Medium
fairface_0000478,2,0,1,data\raw\images\fairface_0000478.jpg,Male,0-19,Medium,Male_0-19_Medium
fairface_0003713,7,0,4,data\raw\images\fairface_0003713.jpg,Male,60+,Medium,Male_60+_Medium
fairface_0004312,1,1,3,data\raw\images\fairface_0004312.jpg,Female,0-19,Light,Female_0-19_Light
fairface_0001149,3,1,3,data\raw\images\fairface_0001149.jpg,Female,20-39,Light,Female_20-39_Light
fairface_0007005,1,0,3,data\raw\images\fairface_0007005.jpg,Male,0-19,Light,Male_0-19_Light
fairface_0008678,3,0,3,data\raw\images\fairface_0008678.jpg,Male,20-39,Light,Male_20-39_Light
fairface_0001803,4,0,3,data\raw\images\fairface_0001803.jpg,Male,20-39,Light,Male_20-39_Light
fairface_0009728,4,0,4,data\raw\images\fairface_0009728.jpg,Male,20-39,Medium,Male_20-39_Medium
fairface_0006916,2,0,0,data\raw\images\fairface_0006916.jpg,Male,0-19,Light,Male_0-19_Light
fairface_0002426,5,0,5,data\raw\images\fairface_0002426.jpg,Male,40-59,Medium,Male_40-59_Medium
fairface_0001107,1,0,0,data\raw\images\fairface_0001107.jpg,Male,0-19,Light,Male_0-19_Light
fairface_0004539,4,0,3,data\raw\images\fairface_0004539.jpg,Male,20-39,Light,Male_20-39_Light
fairface_0008244,5,1,0,data\raw\images\fairface_0008244.jpg,Female,40-59,Light,Female_40-59_Light
fairface_0007004,3,1,5,data\raw\images\fairface_0007004.jpg,Female,20-39,Medium,Female_20-39_Medium
fairface_0002305,4,0,1,data\raw\images\fairface_0002305.jpg,Male,20-39,Medium,Male_20-39_Medium
fairface_0002406,3,1,4,data\raw\images\fairface_0002406.jpg,Female,20-39,Medium,Female_20-39_Medium
fairface_0005047,3,1,0,data\raw\images\fairface_0005047.jpg,Female,20-39,Light,Female_20-39_Light
fairface_0005012,5,1,3,data\raw\images\fairface_0005012.jpg,Female,40-59,Light,Female_40-59_Light
fairface_0007968,4,0,2,data\raw\images\fairface_0007968.jpg,Male,20-39,Dark,Male_20-39_Dark
fairface_0001188,5,1,4,data\raw\images\fairface_0001188.jpg,Female,40-59,Medium,Female_40-59_Medium
fairface_0007460,1,0,2,data\raw\images\fairface_0007460.jpg,Male,0-19,Dark,Male_0-19_Dark
fairface_0006301,2,1,3,data\raw\images\fairface_0006301.jpg,Female,0-19,Light,Female_0-19_Light
fairface_0007736,4,1,1,data\raw\images\fairface_0007736.jpg,Female,20-39,Medium,Female_20-39_Medium
fairface_0001173,4,1,5,data\raw\images\fairface_0001173.jpg,Female,20-39,Medium,Female_20-39_Medium
fairface_0009999,3,0,3,data\raw\images\fairface_0009999.jpg,Male,20-39,Light,Male_20-39_Light
fairface_0005148,4,1,1,data\raw\images\fairface_0005148.jpg,Female,20-39,Medium,Female_20-39_Medium
fairface_0003665,7,0,6,data\raw\images\fairface_0003665.jpg,Male,60+,Medium,Male_60+_Medium
fairface_0001202,2,1,6,data\raw\images\fairface_0001202.jpg,Female,0-19,Medium,Female_0-19_Medium
fairface_0008278,4,1,0,data\raw\images\fairface_0008278.jpg,Female,20-39,Light,Female_20-39_Light
fairface_0001005,6,1,4,data\raw\images\fairface_0001005.jpg,Female,60+,Medium,Female_60+_Medium
fairface_0004054,5,0,6,data\raw\images\fairface_0004054.jpg,Male,40-59,Medium,Male_40-59_Medium
fairface_0006151,1,0,2,data\raw\images\fairface_0006151.jpg,Male,0-19,Dark,Male_0-19_Dark
fairface_0007078,2,0,1,data\raw\images\fairface_0007078.jpg,Male,0-19,Medium,Male_0-19_Medium
fairface_0005053,4,1,5,data\raw\images\fairface_0005053.jpg,Female,20-39,Medium,Female_20-39_Medium
fairface_0007002,6,0,6,data\raw\images\fairface_0007002.jpg,Male,60+,Medium,Male_60+_Medium
fairface_0008580,5,1,0,data\raw\images\fairface_0008580.jpg,Female,40-59,Light,Female_40-59_Light
fairface_0007284,4,0,4,data\raw\images\fairface_0007284.jpg,Male,20-39,Medium,Male_20-39_Medium
fairface_0003723,2,0,4,data\raw\images\fairface_0003723.jpg,Male,0-19,Medium,Male_0-19_Medium
fairface_0005972,1,0,3,data\raw\images\fairface_0005972.jpg,Male,0-19,Light,Male_0-19_Light
fairface_0001824,3,1,3,data\raw\images\fairface_0001824.jpg,Female,20-39,Light,Female_20-39_Light
fairface_0009452,4,1,3,data\raw\images\fairface_0009452.jpg,Female,20-39,Light,Female_20-39_Light
fairface_0003824,5,0,0,data\raw\images\fairface_0003824.jpg,Male,40-59,Light,Male_40-59_Light
fairface_0006742,4,0,5,data\raw\images\fairface_0006742.jpg,Male,20-39,Medium,Male_20-39_Medium
fairface_0007160,4,1,2,data\raw\images\fairface_0007160.jpg,Female,20-39,Dark,Female_20-39_Dark
fairface_0004641,3,0,5,data\raw\images\fairface_0004641.jpg,Male,20-39,Medium,Male_20-39_Medium
fairface_0000480,6,0,4,data\raw\images\fairface_0000480.jpg,Male,60+,Medium,Male_60+_Medium
fairface_0006235,4,0,3,data\raw\images\fairface_0006235.jpg,Male,20-39,Light,Male_20-39_Light
fairface_0002193,3,0,4,data\raw\images\fairface_0002193.jpg,Male,20-39,Medium,Male_20-39_Medium
fairface_0003301,5,0,1,data\raw\images\fairface_0003301.jpg,Male,40-59,Medium,Male_40-59_Medium
fairface_0006711,3,0,6,data\raw\images\fairface_0006711.jpg,Male,20-39,Medium,Male_20-39_Medium
fairface_0002037,5,0,6,data\raw\images\fairface_0002037.jpg,Male,40-59,Medium,Male_40-59_Medium
fairface_0005055,5,0,5,data\raw\images\fairface_0005055.jpg,Male,40-59,Medium,Male_40-59_Medium
fairface_0007529,5,0,4,data\raw\images\fairface_0007529.jpg,Male,40-59,Medium,Male_40-59_Medium
fairface_0005465,3,1,0,data\raw\images\fairface_0005465.jpg,Female,20-39,Light,Female_20-39_Light
fairface_0006769,2,0,1,data\raw\images\fairface_0006769.jpg,Male,0-19,Medium,Male_0-19_Medium
fairface_0000289,4,0,2,data\raw\images\fairface_0000289.jpg,Male,20-39,Dark,Male_20-39_Dark
fairface_0006454,4,0,3,data\raw\images\fairface_0006454.jpg,Male,20-39,Light,Male_20-39_Light
fairface_0001250,4,1,5,data\raw\images\fairface_0001250.jpg,Female,20-39,Medium,Female_20-39_Medium
fairface_0005628,3,1,1,data\raw\images\fairface_0005628.jpg,Female,20-39,Medium,Female_20-39_Medium
fairface_0003859,5,0,4,data\raw\images\fairface_0003859.jpg,Male,40-59,Medium,Male_40-59_Medium
fairface_0003614,4,0,1,data\raw\images\fairface_0003614.jpg,Male,20-39,Medium,Male_20-39_Medium
fairface_0009483,3,0,1,data\raw\images\fairface_0009483.jpg,Male,20-39,Medium,Male_20-39_Medium
fairface_0003081,3,0,2,data\raw\images\fairface_0003081.jpg,Male,20-39,Dark,Male_20-39_Dark
fairface_0005871,5,0,0,data\raw\images\fairface_0005871.jpg,Male,40-59,Light,Male_40-59_Light
fairface_0005208,1,0,3,data\raw\images\fairface_0005208.jpg,Male,0-19,Light,Male_0-19_Light
fairface_0009734,2,1,2,data\raw\images\fairface_0009734.jpg,Female,0-19,Dark,Female_0-19_Dark
fairface_0002427,2,1,4,data\raw\images\fairface_0002427.jpg,Female,0-19,Medium,Female_0-19_Medium
fairface_0005707,4,1,3,data\raw\images\fairface_0005707.jpg,Female,20-39,Light,Female_20-39_Light
fairface_0000213,5,0,0,data\raw\images\fairface_0000213.jpg,Male,40-59,Light,Male_40-59_Light
fairface_0000323,5,1,3,data\raw\images\fairface_0000323.jpg,Female,40-59,Light,Female_40-59_Light
fairface_0009539,3,0,3,data\raw\images\fairface_0009539.jpg,Male,20-39,Light,Male_20-39_Light
fairface_0002121,2,1,5,data\raw\images\fairface_0002121.jpg,Female,0-19,Medium,Female_0-19_Medium
fairface_0009150,2,0,3,data\raw\images\fairface_0009150.jpg,Male,0-19,Light,Male_0-19_Light
fairface_0006037,4,1,3,data\raw\images\fairface_0006037.jpg,Female,20-39,Light,Female_20-39_Light
fairface_0000403,3,0,6,data\raw\images\fairface_0000403.jpg,Male,20-39,Medium,Male_20-39_Medium
fairface_0007128,3,1,3,data\raw\images\fairface_0007128.jpg,Female,20-39,Light,Female_20-39_Light
fairface_0004126,3,1,1,data\raw\images\fairface_0004126.jpg,Female,20-39,Medium,Female_20-39_Medium
fairface_0006407,3,0,4,data\raw\images\fairface_0006407.jpg,Male,20-39,Medium,Male_20-39_Medium
fairface_0008349,4,1,6,data\raw\images\fairface_0008349.jpg,Female,20-39,Medium,Female_20-39_Medium
fairface_0003935,3,0,1,data\raw\images\fairface_0003935.jpg,Male,20-39,Medium,Male_20-39_Medium
fairface_0005577,6,1,1,data\raw\images\fairface_0005577.jpg,Female,60+,Medium,Female_60+_Medium
fairface_0005096,5,0,1,data\raw\images\fairface_0005096.jpg,Male,40-59,Medium,Male_40-59_Medium
fairface_0003165,3,1,3,data\raw\images\fairface_0003165.jpg,Female,20-39,Light,Female_20-39_Light
fairface_0006273,1,0,0,data\raw\images\fairface_0006273.jpg,Male,0-19,Light,Male_0-19_Light
fairface_0005016,5,0,5,data\raw\images\fairface_0005016.jpg,Male,40-59,Medium,Male_40-59_Medium
fairface_0005869,6,0,0,data\raw\images\fairface_0005869.jpg,Male,60+,Light,Male_60+_Light
fairface_0006374,1,0,1,data\raw\images\fairface_0006374.jpg,Male,0-19,Medium,Male_0-19_Medium
fairface_0007907,4,0,6,data\raw\images\fairface_0007907.jpg,Male,20-39,Medium,Male_20-39_Medium
fairface_0008720,2,1,1,data\raw\images\fairface_0008720.jpg,Female,0-19,Medium,Female_0-19_Medium
fairface_0006996,2,1,6,data\raw\images\fairface_0006996.jpg,Female,0-19,Medium,Female_0-19_Medium
fairface_0005981,3,0,0,data\raw\images\fairface_0005981.jpg,Male,20-39,Light,Male_20-39_Light
fairface_0003482,1,0,1,data\raw\images\fairface_0003482.jpg,Male,0-19,Medium,Male_0-19_Medium
fairface_0005562,3,1,1,data\raw\images\fairface_0005562.jpg,Female,20-39,Medium,Female_20-39_Medium
fairface_0004332,5,0,3,data\raw\images\fairface_0004332.jpg,Male,40-59,Light,Male_40-59_Light
fairface_0001457,4,1,3,data\raw\images\fairface_0001457.jpg,Female,20-39,Light,Female_20-39_Light
fairface_0002695,5,0,4,data\raw\images\fairface_0002695.jpg,Male,40-59,Medium,Male_40-59_Medium
fairface_0007321,4,1,3,data\raw\images\fairface_0007321.jpg,Female,20-39,Light,Female_20-39_Light
fairface_0003608,4,1,4,data\raw\images\fairface_0003608.jpg,Female,20-39,Medium,Female_20-39_Medium
fairface_0001766,5,0,5,data\raw\images\fairface_0001766.jpg,Male,40-59,Medium,Male_40-59_Medium
fairface_0005146,3,0,3,data\raw\images\fairface_0005146.jpg,Male,20-39,Light,Male_20-39_Light
fairface_0004890,2,1,0,data\raw\images\fairface_0004890.jpg,Female,0-19,Light,Female_0-19_Light
fairface_0002347,1,1,6,data\raw\images\fairface_0002347.jpg,Female,0-19,Medium,Female_0-19_Medium
fairface_0004764,3,1,3,data\raw\images\fairface_0004764.jpg,Female,20-39,Light,Female_20-39_Light
fairface_0005207,3,1,1,data\raw\images\fairface_0005207.jpg,Female,20-39,Medium,Female_20-39_Medium
fairface_0009853,6,1,6,data\raw\images\fairface_0009853.jpg,Female,60+,Medium,Female_60+_Medium
fairface_0004590,4,0,3,data\raw\images\fairface_0004590.jpg,Male,20-39,Light,Male_20-39_Light
fairface_0007273,2,0,2,data\raw\images\fairface_0007273.jpg,Male,0-19,Dark,Male_0-19_Dark
fairface_0000680,3,0,6,data\raw\images\fairface_0000680.jpg,Male,20-39,Medium,Male_20-39_Medium
fairface_0002234,5,1,1,data\raw\images\fairface_0002234.jpg,Female,40-59,Medium,Female_40-59_Medium
fairface_0001831,2,1,2,data\raw\images\fairface_0001831.jpg,Female,0-19,Dark,Female_0-19_Dark
fairface_0002981,2,0,2,data\raw\images\fairface_0002981.jpg,Male,0-19,Dark,Male_0-19_Dark
fairface_0008195,3,1,4,data\raw\images\fairface_0008195.jpg,Female,20-39,Medium,Female_20-39_Medium
fairface_0009004,1,0,3,data\raw\images\fairface_0009004.jpg,Male,0-19,Light,Male_0-19_Light
fairface_0001793,3,1,6,data\raw\images\fairface_0001793.jpg,Female,20-39,Medium,Female_20-39_Medium
fairface_0000901,3,1,6,data\raw\images\fairface_0000901.jpg,Female,20-39,Medium,Female_20-39_Medium
fairface_0002994,1,0,0,data\raw\images\fairface_0002994.jpg,Male,0-19,Light,Male_0-19_Light
fairface_0008534,1,1,0,data\raw\images\fairface_0008534.jpg,Female,0-19,Light,Female_0-19_Light
fairface_0005698,3,1,6,data\raw\images\fairface_0005698.jpg,Female,20-39,Medium,Female_20-39_Medium
fairface_0000795,4,1,2,data\raw\images\fairface_0000795.jpg,Female,20-39,Dark,Female_20-39_Dark
fairface_0009916,3,1,0,data\raw\images\fairface_0009916.jpg,Female,20-39,Light,Female_20-39_Light
fairface_0005744,3,1,6,data\raw\images\fairface_0005744.jpg,Female,20-39,Medium,Female_20-39_Medium
fairface_0000718,3,0,3,data\raw\images\fairface_0000718.jpg,Male,20-39,Light,Male_20-39_Light
fairface_0003692,3,0,2,data\raw\images\fairface_0003692.jpg,Male,20-39,Dark,Male_20-39_Dark
fairface_0008969,3,1,5,data\raw\images\fairface_0008969.jpg,Female,20-39,Medium,Female_20-39_Medium
fairface_0009025,1,0,2,data\raw\images\fairface_0009025.jpg,Male,0-19,Dark,Male_0-19_Dark
fairface_0004233,4,1,6,data\raw\images\fairface_0004233.jpg,Female,20-39,Medium,Female_20-39_Medium
fairface_0004172,7,0,3,data\raw\images\fairface_0004172.jpg,Male,60+,Light,Male_60+_Light
fairface_0004858,4,1,0,data\raw\images\fairface_0004858.jpg,Female,20-39,Light,Female_20-39_Light
fairface_0008574,3,1,3,data\raw\images\fairface_0008574.jpg,Female,20-39,Light,Female_20-39_Light
fairface_0004797,3,1,5,data\raw\images\fairface_0004797.jpg,Female,20-39,Medium,Female_20-39_Medium
fairface_0005516,5,0,6,data\raw\images\fairface_0005516.jpg,Male,40-59,Medium,Male_40-59_Medium
fairface_0004898,1,1,0,data\raw\images\fairface_0004898.jpg,Female,0-19,Light,Female_0-19_Light
fairface_0007971,5,0,4,data\raw\images\fairface_0007971.jpg,Male,40-59,Medium,Male_40-59_Medium
fairface_0004504,5,0,4,data\raw\images\fairface_0004504.jpg,Male,40-59,Medium,Male_40-59_Medium
fairface_0008861,1,1,3,data\raw\images\fairface_0008861.jpg,Female,0-19,Light,Female_0-19_Light
fairface_0004671,5,0,4,data\raw\images\fairface_0004671.jpg,Male,40-59,Medium,Male_40-59_Medium
fairface_0003986,4,1,0,data\raw\images\fairface_0003986.jpg,Female,20-39,Light,Female_20-39_Light
fairface_0002312,3,0,1,data\raw\images\fairface_0002312.jpg,Male,20-39,Medium,Male_20-39_Medium
fairface_0009755,4,0,1,data\raw\images\fairface_0009755.jpg,Male,20-39,Medium,Male_20-39_Medium
fairface_0009280,4,0,1,data\raw\images\fairface_0009280.jpg,Male,20-39,Medium,Male_20-39_Medium
fairface_0001201,4,0,0,data\raw\images\fairface_0001201.jpg,Male,20-39,Light,Male_20-39_Light
fairface_0002627,4,0,1,data\raw\images\fairface_0002627.jpg,Male,20-39,Medium,Male_20-39_Medium
fairface_0003110,4,0,3,data\raw\images\fairface_0003110.jpg,Male,20-39,Light,Male_20-39_Light
fairface_0009170,5,0,4,data\raw\images\fairface_0009170.jpg,Male,40-59,Medium,Male_40-59_Medium
fairface_0002755,4,0,4,data\raw\images\fairface_0002755.jpg,Male,20-39,Medium,Male_20-39_Medium
fairface_0000186,4,1,0,data\raw\images\fairface_0000186.jpg,Female,20-39,Light,Female_20-39_Light
fairface_0000256,3,1,0,data\raw\images\fairface_0000256.jpg,Female,20-39,Light,Female_20-39_Light
fairface_0007157,5,1,1,data\raw\images\fairface_0007157.jpg,Female,40-59,Medium,Female_40-59_Medium
fairface_0000215,1,1,6,data\raw\images\fairface_0000215.jpg,Female,0-19,Medium,Female_0-19_Medium
fairface_0000559,3,1,5,data\raw\images\fairface_0000559.jpg,Female,20-39,Medium,Female_20-39_Medium
fairface_0001376,0,0,0,data\raw\images\fairface_0001376.jpg,Male,0-19,Light,Male_0-19_Light
fairface_0003944,5,0,3,data\raw\images\fairface_0003944.jpg,Male,40-59,Light,Male_40-59_Light
fairface_0001195,2,1,1,data\raw\images\fairface_0001195.jpg,Female,0-19,Medium,Female_0-19_Medium
fairface_0000909,2,1,0,data\raw\images\fairface_0000909.jpg,Female,0-19,Light,Female_0-19_Light
fairface_0004606,2,1,2,data\raw\images\fairface_0004606.jpg,Female,0-19,Dark,Female_0-19_Dark
fairface_0009014,3,0,6,data\raw\images\fairface_0009014.jpg,Male,20-39,Medium,Male_20-39_Medium
fairface_0005692,3,1,5,data\raw\images\fairface_0005692.jpg,Female,20-39,Medium,Female_20-39_Medium
fairface_0001735,4,1,3,data\raw\images\fairface_0001735.jpg,Female,20-39,Light,Female_20-39_Light
fairface_0006352,3,1,6,data\raw\images\fairface_0006352.jpg,Female,20-39,Medium,Female_20-39_Medium
fairface_0009809,3,0,6,data\raw\images\fairface_0009809.jpg,Male,20-39,Medium,Male_20-39_Medium
fairface_0008955,3,1,6,data\raw\images\fairface_0008955.jpg,Female,20-39,Medium,Female_20-39_Medium
fairface_0003048,5,0,4,data\raw\images\fairface_0003048.jpg,Male,40-59,Medium,Male_40-59_Medium
fairface_0000227,6,1,6,data\raw\images\fairface_0000227.jpg,Female,60+,Medium,Female_60+_Medium
fairface_0004469,4,0,3,data\raw\images\fairface_0004469.jpg,Male,20-39,Light,Male_20-39_Light
fairface_0009616,3,1,0,data\raw\images\fairface_0009616.jpg,Female,20-39,Light,Female_20-39_Light
fairface_0009639,0,0,6,data\raw\images\fairface_0009639.jpg,Male,0-19,Medium,Male_0-19_Medium
fairface_0008633,2,0,2,data\raw\images\fairface_0008633.jpg,Male,0-19,Dark,Male_0-19_Dark
fairface_0002179,2,1,5,data\raw\images\fairface_0002179.jpg,Female,0-19,Medium,Female_0-19_Medium
