image_a,image_b,label,subgroup,synthetic_identity_a,synthetic_identity_b,split
data\raw\images\fairface_0002170.jpg,data\raw\images\fairface_0002783.jpg,1,Female_60+_Dark,train_identity_0752,train_identity_0752,train
data\raw\images\fairface_0009915.jpg,data\raw\images\fairface_0009928.jpg,1,Male_40-59_Light,train_identity_1551,train_identity_1551,train
data\raw\images\fairface_0008119.jpg,data\raw\images\fairface_0008175.jpg,1,Female_0-19_Light,train_identity_0088,train_identity_0088,train
data\raw\images\fairface_0006701.jpg,data\raw\images\fairface_0006877.jpg,1,Female_60+_Dark,train_identity_0756,train_identity_0756,train
data\raw\images\fairface_0003452.jpg,data\raw\images\fairface_0003459.jpg,1,Female_20-39_Light,train_identity_0334,train_identity_0334,train
data\raw\images\fairface_0005870.jpg,data\raw\images\fairface_0005885.jpg,1,Male_0-19_Light,train_identity_0898,train_identity_0898,train
data\raw\images\fairface_0006847.jpg,data\raw\images\fairface_0007001.jpg,1,Female_0-19_Dark,train_identity_0029,train_identity_0029,train
data\raw\images\fairface_0009179.jpg,data\raw\images\fairface_0009222.jpg,1,Male_20-39_Dark,train_identity_1093,train_identity_1093,train
data\raw\images\fairface_0004395.jpg,data\raw\images\fairface_0004557.jpg,1,Male_60+_Light,train_identity_1661,train_identity_1661,train
data\raw\images\fairface_0002548.jpg,data\raw\images\fairface_0002587.jpg,1,Female_20-39_Light,train_identity_0320,train_identity_0320,train
data\raw\images\fairface_0001607.jpg,data\raw\images\fairface_0001648.jpg,1,Female_0-19_Medium,train_identity_0117,train_identity_0117,train
data\raw\images\fairface_0007943.jpg,data\raw\images\fairface_0008090.jpg,1,Male_0-19_Light,train_identity_0911,train_identity_0911,train
data\raw\images\fairface_0008111.jpg,data\raw\images\fairface_0008118.jpg,1,Female_20-39_Light,train_identity_0420,train_identity_0420,train
data\raw\images\fairface_0007942.jpg,data\raw\images\fairface_0007958.jpg,1,Female_20-39_Medium,train_identity_0624,train_identity_0624,train
data\raw\images\fairface_0005339.jpg,data\raw\images\fairface_0005370.jpg,1,Female_20-39_Medium,train_identity_0566,train_identity_0566,train
data\raw\images\fairface_0003097.jpg,data\raw\images\fairface_0003204.jpg,1,Female_40-59_Medium,train_identity_0716,train_identity_0716,train
data\raw\images\fairface_0009868.jpg,data\raw\images\fairface_0009885.jpg,1,Male_0-19_Light,train_identity_0923,train_identity_0923,train
data\raw\images\fairface_0002631.jpg,data\raw\images\fairface_0002632.jpg,1,Female_0-19_Medium,train_identity_0129,train_identity_0129,train
data\raw\images\fairface_0000356.jpg,data\raw\images\fairface_0000405.jpg,1,Female_20-39_Dark,train_identity_0216,train_identity_0216,train
data\raw\images\fairface_0007132.jpg,data\raw\images\fairface_0007147.jpg,1,Male_20-39_Light,train_identity_1205,train_identity_1205,train
data\raw\images\fairface_0001819.jpg,data\raw\images\fairface_0001849.jpg,1,Female_20-39_Dark,train_identity_0225,train_identity_0225,train
data\raw\images\fairface_0005228.jpg,data\raw\images\fairface_0005234.jpg,1,Male_0-19_Medium,train_identity_0992,train_identity_0992,train
data\raw\images\fairface_0004774.jpg,data\raw\images\fairface_0004793.jpg,1,Male_20-39_Medium,train_identity_1366,train_identity_1366,train
data\raw\images\fairface_0000069.jpg,data\raw\images\fairface_0000133.jpg,1,Female_20-39_Dark,train_identity_0214,train_identity_0214,train
data\raw\images\fairface_0004808.jpg,data\raw\images\fairface_0004833.jpg,1,Male_40-59_Light,train_identity_1530,train_identity_1530,train
data\raw\images\fairface_0005406.jpg,data\raw\images\fairface_0005417.jpg,1,Male_20-39_Light,train_identity_1181,train_identity_1181,train
data\raw\images\fairface_0007852.jpg,data\raw\images\fairface_0007873.jpg,1,Male_20-39_Medium,train_identity_1439,train_identity_1439,train
data\raw\images\fairface_0006000.jpg,data\raw\images\fairface_0006028.jpg,1,Female_20-39_Medium,train_identity_0581,train_identity_0581,train
data\raw\images\fairface_0006922.jpg,data\raw\images\fairface_0006926.jpg,1,Male_20-39_Medium,train_identity_1417,train_identity_1417,train
data\raw\images\fairface_0003600.jpg,data\raw\images\fairface_0003633.jpg,1,Female_20-39_Light,train_identity_0336,train_identity_0336,train
data\raw\images\fairface_0008865.jpg,data\raw\images\fairface_0008872.jpg,1,Male_20-39_Medium,train_identity_1463,train_identity_1463,train
data\raw\images\fairface_0000301.jpg,data\raw\images\fairface_0000542.jpg,1,Male_60+_Dark,train_identity_1635,train_identity_1635,train
data\raw\images\fairface_0003145.jpg,data\raw\images\fairface_0003815.jpg,1,Male_60+_Dark,train_identity_1638,train_identity_1638,train
data\raw\images\fairface_0007228.jpg,data\raw\images\fairface_0007248.jpg,1,Female_20-39_Medium,train_identity_0610,train_identity_0610,train
data\raw\images\fairface_0007491.jpg,data\raw\images\fairface_0007671.jpg,1,Male_20-39_Dark,train_identity_1085,train_identity_1085,train
data\raw\images\fairface_0004788.jpg,data\raw\images\fairface_0004816.jpg,1,Female_20-39_Light,train_identity_0358,train_identity_0358,train
data\raw\images\fairface_0001404.jpg,data\raw\images\fairface_0001442.jpg,1,Female_40-59_Medium,train_identity_0707,train_identity_0707,train
data\raw\images\fairface_0009316.jpg,data\raw\images\fairface_0009371.jpg,1,Male_20-39_Light,train_identity_1240,train_identity_1240,train
data\raw\images\fairface_0004488.jpg,data\raw\images\fairface_0004577.jpg,1,Female_40-59_Medium,train_identity_0724,train_identity_0724,train
data\raw\images\fairface_0005983.jpg,data\raw\images\fairface_0006022.jpg,1,Female_0-19_Light,train_identity_0075,train_identity_0075,train
data\raw\images\fairface_0009886.jpg,data\raw\images\fairface_0009908.jpg,1,Female_20-39_Medium,train_identity_0663,train_identity_0663,train
data\raw\images\fairface_0000779.jpg,data\raw\images\fairface_0000789.jpg,1,Male_0-19_Medium,train_identity_0935,train_identity_0935,train
data\raw\images\fairface_0007504.jpg,data\raw\images\fairface_0007533.jpg,1,Male_20-39_Light,train_identity_1212,train_identity_1212,train
data\raw\images\fairface_0002998.jpg,data\raw\images\fairface_0003010.jpg,1,Female_0-19_Medium,train_identity_0135,train_identity_0135,train
data\raw\images\fairface_0004650.jpg,data\raw\images\fairface_0004656.jpg,1,Male_20-39_Light,train_identity_1168,train_identity_1168,train
data\raw\images\fairface_0004423.jpg,data\raw\images\fairface_0004466.jpg,1,Male_20-39_Medium,train_identity_1356,train_identity_1356,train
data\raw\images\fairface_0008358.jpg,data\raw\images\fairface_0008513.jpg,1,Female_40-59_Dark,train_identity_0676,train_identity_0676,train
data\raw\images\fairface_0001857.jpg,data\raw\images\fairface_0001876.jpg,1,Male_20-39_Medium,train_identity_1297,train_identity_1297,train
data\raw\images\fairface_0001857.jpg,data\raw\images\fairface_0001889.jpg,1,Male_20-39_Medium,train_identity_1297,train_identity_1297,train
data\raw\images\fairface_0008675.jpg,data\raw\images\fairface_0008747.jpg,1,Male_20-39_Dark,train_identity_1090,train_identity_1090,train
data\raw\images\fairface_0005308.jpg,data\raw\images\fairface_0005322.jpg,1,Male_20-39_Light,train_identity_1180,train_identity_1180,train
data\raw\images\fairface_0002586.jpg,data\raw\images\fairface_0002628.jpg,1,Male_20-39_Light,train_identity_1139,train_identity_1139,train
data\raw\images\fairface_0005133.jpg,data\raw\images\fairface_0005158.jpg,1,Female_20-39_Dark,train_identity_0246,train_identity_0246,train
data\raw\images\fairface_0001359.jpg,data\raw\images\fairface_0001381.jpg,1,Female_20-39_Light,train_identity_0299,train_identity_0299,train
data\raw\images\fairface_0006434.jpg,data\raw\images\fairface_0006450.jpg,1,Female_20-39_Light,train_identity_0389,train_identity_0389,train
data\raw\images\fairface_0003504.jpg,data\raw\images\fairface_0003548.jpg,1,Female_20-39_Light,train_identity_0335,train_identity_0335,train
data\raw\images\fairface_0001332.jpg,data\raw\images\fairface_0001382.jpg,1,Female_0-19_Medium,train_identity_0114,train_identity_0114,train
data\raw\images\fairface_0005730.jpg,data\raw\images\fairface_0005737.jpg,1,Female_20-39_Medium,train_identity_0574,train_identity_0574,train
data\raw\images\fairface_0000092.jpg,data\raw\images\fairface_0000174.jpg,1,Male_0-19_Medium,train_identity_0927,train_identity_0927,train
data\raw\images\fairface_0001518.jpg,data\raw\images\fairface_0001706.jpg,1,Male_0-19_Dark,train_identity_0823,train_identity_0823,train
data\raw\images\fairface_0002377.jpg,data\raw\images\fairface_0002384.jpg,1,Female_0-19_Dark,train_identity_0010,train_identity_0010,train
data\raw\images\fairface_0007584.jpg,data\raw\images\fairface_0007608.jpg,1,Female_20-39_Medium,train_identity_0618,train_identity_0618,train
data\raw\images\fairface_0008412.jpg,data\raw\images\fairface_0008606.jpg,1,Male_0-19_Dark,train_identity_0851,train_identity_0851,train
data\raw\images\fairface_0004342.jpg,data\raw\images\fairface_0004369.jpg,1,Male_20-39_Medium,train_identity_1354,train_identity_1354,train
data\raw\images\fairface_0007037.jpg,data\raw\images\fairface_0007038.jpg,1,Female_20-39_Medium,train_identity_0607,train_identity_0607,train
data\raw\images\fairface_0004115.jpg,data\raw\images\fairface_0004303.jpg,1,Female_40-59_Dark,train_identity_0671,train_identity_0671,train
data\raw\images\fairface_0002079.jpg,data\raw\images\fairface_0002092.jpg,1,Female_0-19_Dark,train_identity_0008,train_identity_0008,train
data\raw\images\fairface_0001553.jpg,data\raw\images\fairface_0001658.jpg,1,Female_0-19_Dark,train_identity_0006,train_identity_0006,train
data\raw\images\fairface_0003049.jpg,data\raw\images\fairface_0003051.jpg,1,Male_20-39_Light,train_identity_1146,train_identity_1146,train
data\raw\images\fairface_0002516.jpg,data\raw\images\fairface_0002547.jpg,1,Male_0-19_Medium,train_identity_0958,train_identity_0958,train
data\raw\images\fairface_0004709.jpg,data\raw\images\fairface_0004761.jpg,1,Female_20-39_Dark,train_identity_0244,train_identity_0244,train
data\raw\images\fairface_0000093.jpg,data\raw\images\fairface_0000139.jpg,1,Female_20-39_Light,train_identity_0278,train_identity_0278,train
data\raw\images\fairface_0003542.jpg,data\raw\images\fairface_0003590.jpg,1,Female_20-39_Dark,train_identity_0236,train_identity_0236,train
data\raw\images\fairface_0001384.jpg,data\raw\images\fairface_0001410.jpg,1,Female_20-39_Medium,train_identity_0483,train_identity_0483,train
data\raw\images\fairface_0006581.jpg,data\raw\images\fairface_0006597.jpg,1,Female_20-39_Light,train_identity_0393,train_identity_0393,train
data\raw\images\fairface_0000525.jpg,data\raw\images\fairface_0000602.jpg,1,Male_60+_Light,train_identity_1647,train_identity_1647,train
data\raw\images\fairface_0007152.jpg,data\raw\images\fairface_0007342.jpg,1,Male_60+_Light,train_identity_1673,train_identity_1673,train
data\raw\images\fairface_0003725.jpg,data\raw\images\fairface_0003745.jpg,1,Male_20-39_Medium,train_identity_1339,train_identity_1339,train
data\raw\images\fairface_0004522.jpg,data\raw\images\fairface_0004578.jpg,1,Female_20-39_Medium,train_identity_0552,train_identity_0552,train
data\raw\images\fairface_0005358.jpg,data\raw\images\fairface_0005369.jpg,1,Female_0-19_Light,train_identity_0071,train_identity_0071,train
data\raw\images\fairface_0003782.jpg,data\raw\images\fairface_0003803.jpg,1,Male_0-19_Medium,train_identity_0973,train_identity_0973,train
data\raw\images\fairface_0009472.jpg,data\raw\images\fairface_0009474.jpg,1,Female_20-39_Medium,train_identity_0656,train_identity_0656,train
data\raw\images\fairface_0004114.jpg,data\raw\images\fairface_0004188.jpg,1,Female_0-19_Light,train_identity_0064,train_identity_0064,train
data\raw\images\fairface_0002754.jpg,data\raw\images\fairface_0002768.jpg,1,Female_20-39_Light,train_identity_0324,train_identity_0324,train
data\raw\images\fairface_0000117.jpg,data\raw\images\fairface_0000193.jpg,1,Female_60+_Medium,train_identity_0779,train_identity_0779,train
data\raw\images\fairface_0007497.jpg,data\raw\images\fairface_0007532.jpg,1,Female_20-39_Medium,train_identity_0616,train_identity_0616,train
data\raw\images\fairface_0006591.jpg,data\raw\images\fairface_0006853.jpg,1,Female_0-19_Light,train_identity_0079,train_identity_0079,train
data\raw\images\fairface_0007884.jpg,data\raw\images\fairface_0007891.jpg,1,Male_20-39_Light,train_identity_1219,train_identity_1219,train
data\raw\images\fairface_0003549.jpg,data\raw\images\fairface_0003619.jpg,1,Female_40-59_Medium,train_identity_0720,train_identity_0720,train
data\raw\images\fairface_0004163.jpg,data\raw\images\fairface_0004171.jpg,1,Male_40-59_Medium,train_identity_1582,train_identity_1582,train
data\raw\images\fairface_0007564.jpg,data\raw\images\fairface_0007586.jpg,1,Male_20-39_Light,train_identity_1214,train_identity_1214,train
data\raw\images\fairface_0005316.jpg,data\raw\images\fairface_0005344.jpg,1,Male_20-39_Medium,train_identity_1378,train_identity_1378,train
data\raw\images\fairface_0006623.jpg,data\raw\images\fairface_0006815.jpg,1,Female_0-19_Medium,train_identity_0176,train_identity_0176,train
data\raw\images\fairface_0006082.jpg,data\raw\images\fairface_0006118.jpg,1,Female_20-39_Light,train_identity_0380,train_identity_0380,train
data\raw\images\fairface_0004510.jpg,data\raw\images\fairface_0004566.jpg,1,Female_40-59_Light,train_identity_0689,train_identity_0689,train
data\raw\images\fairface_0005162.jpg,data\raw\images\fairface_0005176.jpg,1,Female_20-39_Medium,train_identity_0562,train_identity_0562,train
data\raw\images\fairface_0007790.jpg,data\raw\images\fairface_0007844.jpg,1,Female_60+_Medium,train_identity_0806,train_identity_0806,train
data\raw\images\fairface_0005916.jpg,data\raw\images\fairface_0006024.jpg,1,Male_20-39_Dark,train_identity_1077,train_identity_1077,train
data\raw\images\fairface_0008664.jpg,data\raw\images\fairface_0008671.jpg,1,Male_20-39_Light,train_identity_1231,train_identity_1231,train
data\raw\images\fairface_0003155.jpg,data\raw\images\fairface_0003223.jpg,1,Female_0-19_Medium,train_identity_0136,train_identity_0136,train
data\raw\images\fairface_0007304.jpg,data\raw\images\fairface_0007442.jpg,1,Male_0-19_Dark,train_identity_0846,train_identity_0846,train
data\raw\images\fairface_0000369.jpg,data\raw\images\fairface_0000384.jpg,1,Male_20-39_Medium,train_identity_1260,train_identity_1260,train
data\raw\images\fairface_0009633.jpg,data\raw\images\fairface_0009651.jpg,1,Male_0-19_Medium,train_identity_1041,train_identity_1041,train
data\raw\images\fairface_0003930.jpg,data\raw\images\fairface_0003978.jpg,1,Male_0-19_Dark,train_identity_0832,train_identity_0832,train
data\raw\images\fairface_0008430.jpg,data\raw\images\fairface_0008472.jpg,1,Male_20-39_Medium,train_identity_1453,train_identity_1453,train
data\raw\images\fairface_0005097.jpg,data\raw\images\fairface_0005154.jpg,1,Female_0-19_Dark,train_identity_0019,train_identity_0019,train
data\raw\images\fairface_0003126.jpg,data\raw\images\fairface_0003147.jpg,1,Male_60+_Light,train_identity_1657,train_identity_1657,train
data\raw\images\fairface_0000904.jpg,data\raw\images\fairface_0000913.jpg,1,Female_20-39_Medium,train_identity_0473,train_identity_0473,train
data\raw\images\fairface_0000753.jpg,data\raw\images\fairface_0000812.jpg,1,Female_20-39_Light,train_identity_0291,train_identity_0291,train
data\raw\images\fairface_0004069.jpg,data\raw\images\fairface_0004076.jpg,1,Male_20-39_Light,train_identity_1162,train_identity_1162,train
data\raw\images\fairface_0004516.jpg,data\raw\images\fairface_0004586.jpg,1,Female_20-39_Dark,train_identity_0242,train_identity_0242,train
data\raw\images\fairface_0004805.jpg,data\raw\images\fairface_0004815.jpg,1,Female_20-39_Light,train_identity_0358,train_identity_0358,train
data\raw\images\fairface_0002393.jpg,data\raw\images\fairface_0002398.jpg,1,Female_0-19_Light,train_identity_0053,train_identity_0053,train
data\raw\images\fairface_0004183.jpg,data\raw\images\fairface_0004267.jpg,1,Male_40-59_Medium,train_identity_1583,train_identity_1583,train
data\raw\images\fairface_0006105.jpg,data\raw\images\fairface_0006337.jpg,1,Female_60+_Light,train_identity_0771,train_identity_0771,train
data\raw\images\fairface_0002602.jpg,data\raw\images\fairface_0002605.jpg,1,Female_20-39_Light,train_identity_0321,train_identity_0321,train
data\raw\images\fairface_0007746.jpg,data\raw\images\fairface_0007825.jpg,1,Male_20-39_Dark,train_identity_1086,train_identity_1086,train
data\raw\images\fairface_0000658.jpg,data\raw\images\fairface_0000784.jpg,1,Male_40-59_Medium,train_identity_1558,train_identity_1558,train
data\raw\images\fairface_0001982.jpg,data\raw\images\fairface_0001992.jpg,1,Male_0-19_Light,train_identity_0871,train_identity_0871,train
data\raw\images\fairface_0006931.jpg,data\raw\images\fairface_0006949.jpg,1,Male_20-39_Light,train_identity_1204,train_identity_1204,train
data\raw\images\fairface_0004860.jpg,data\raw\images\fairface_0004906.jpg,1,Female_20-39_Medium,train_identity_0558,train_identity_0558,train
data\raw\images\fairface_0004677.jpg,data\raw\images\fairface_0004689.jpg,1,Female_20-39_Light,train_identity_0355,train_identity_0355,train
data\raw\images\fairface_0006643.jpg,data\raw\images\fairface_0006652.jpg,1,Male_20-39_Light,train_identity_1198,train_identity_1198,train
data\raw\images\fairface_0006504.jpg,data\raw\images\fairface_0006572.jpg,1,Male_0-19_Medium,train_identity_1003,train_identity_1003,train
data\raw\images\fairface_0007055.jpg,data\raw\images\fairface_0007065.jpg,1,Male_20-39_Medium,train_identity_1420,train_identity_1420,train
data\raw\images\fairface_0001609.jpg,data\raw\images\fairface_0001614.jpg,1,Female_20-39_Medium,train_identity_0488,train_identity_0488,train
data\raw\images\fairface_0008284.jpg,data\raw\images\fairface_0008319.jpg,1,Male_20-39_Medium,train_identity_1450,train_identity_1450,train
data\raw\images\fairface_0006289.jpg,data\raw\images\fairface_0006299.jpg,1,Male_20-39_Light,train_identity_1193,train_identity_1193,train
data\raw\images\fairface_0004806.jpg,data\raw\images\fairface_0004837.jpg,1,Male_0-19_Medium,train_identity_0986,train_identity_0986,train
data\raw\images\fairface_0009550.jpg,data\raw\images\fairface_0009575.jpg,1,Male_20-39_Light,train_identity_1244,train_identity_1244,train
data\raw\images\fairface_0006772.jpg,data\raw\images\fairface_0006815.jpg,1,Female_0-19_Medium,train_identity_0176,train_identity_0176,train
data\raw\images\fairface_0006761.jpg,data\raw\images\fairface_0006763.jpg,1,Male_20-39_Medium,train_identity_1414,train_identity_1414,train
data\raw\images\fairface_0000881.jpg,data\raw\images\fairface_0000941.jpg,1,Female_60+_Medium,train_identity_0784,train_identity_0784,train
data\raw\images\fairface_0004162.jpg,data\raw\images\fairface_0004182.jpg,1,Female_0-19_Dark,train_identity_0017,train_identity_0017,train
data\raw\images\fairface_0005627.jpg,data\raw\images\fairface_0005643.jpg,1,Male_20-39_Light,train_identity_1186,train_identity_1186,train
data\raw\images\fairface_0004442.jpg,data\raw\images\fairface_0004586.jpg,1,Female_20-39_Dark,train_identity_0242,train_identity_0242,train
data\raw\images\fairface_0003464.jpg,data\raw\images\fairface_0003578.jpg,1,Female_0-19_Light,train_identity_0060,train_identity_0060,train
data\raw\images\fairface_0003113.jpg,data\raw\images\fairface_0003223.jpg,1,Female_0-19_Medium,train_identity_0136,train_identity_0136,train
data\raw\images\fairface_0007298.jpg,data\raw\images\fairface_0007313.jpg,1,Female_0-19_Medium,train_identity_0182,train_identity_0182,train
data\raw\images\fairface_0002327.jpg,data\raw\images\fairface_0002336.jpg,1,Female_20-39_Medium,train_identity_0502,train_identity_0502,train
data\raw\images\fairface_0005937.jpg,data\raw\images\fairface_0006140.jpg,1,Female_40-59_Dark,train_identity_0673,train_identity_0673,train
data\raw\images\fairface_0005329.jpg,data\raw\images\fairface_0005460.jpg,1,Male_60+_Light,train_identity_1665,train_identity_1665,train
data\raw\images\fairface_0002552.jpg,data\raw\images\fairface_0002556.jpg,1,Male_0-19_Medium,train_identity_0958,train_identity_0958,train
data\raw\images\fairface_0002703.jpg,data\raw\images\fairface_0002734.jpg,1,Male_20-39_Light,train_identity_1141,train_identity_1141,train
data\raw\images\fairface_0006492.jpg,data\raw\images\fairface_0006563.jpg,1,Male_20-39_Light,train_identity_1197,train_identity_1197,train
data\raw\images\fairface_0005764.jpg,data\raw\images\fairface_0005779.jpg,1,Male_20-39_Medium,train_identity_1388,train_identity_1388,train
data\raw\images\fairface_0003493.jpg,data\raw\images\fairface_0003527.jpg,1,Female_20-39_Dark,train_identity_0235,train_identity_0235,train
data\raw\images\fairface_0008378.jpg,data\raw\images\fairface_0008449.jpg,1,Female_0-19_Light,train_identity_0090,train_identity_0090,train
data\raw\images\fairface_0005916.jpg,data\raw\images\fairface_0006002.jpg,1,Male_20-39_Dark,train_identity_1077,train_identity_1077,train
data\raw\images\fairface_0008792.jpg,data\raw\images\fairface_0008903.jpg,1,Male_60+_Dark,train_identity_1643,train_identity_1643,train
data\raw\images\fairface_0007976.jpg,data\raw\images\fairface_0007988.jpg,1,Female_0-19_Medium,train_identity_0191,train_identity_0191,train
data\raw\images\fairface_0006334.jpg,data\raw\images\fairface_0006398.jpg,1,Male_60+_Medium,train_identity_1727,train_identity_1727,train
data\raw\images\fairface_0002291.jpg,data\raw\images\fairface_0002293.jpg,1,Female_0-19_Medium,train_identity_0126,train_identity_0126,train
data\raw\images\fairface_0000733.jpg,data\raw\images\fairface_0000738.jpg,1,Male_40-59_Medium,train_identity_1558,train_identity_1558,train
data\raw\images\fairface_0007611.jpg,data\raw\images\fairface_0007636.jpg,1,Male_20-39_Light,train_identity_1215,train_identity_1215,train
data\raw\images\fairface_0000000.jpg,data\raw\images\fairface_0000015.jpg,1,Female_20-39_Medium,train_identity_0456,train_identity_0456,train
data\raw\images\fairface_0004828.jpg,data\raw\images\fairface_0004876.jpg,1,Male_0-19_Dark,train_identity_0836,train_identity_0836,train
data\raw\images\fairface_0006418.jpg,data\raw\images\fairface_0006420.jpg,1,Male_60+_Light,train_identity_1670,train_identity_1670,train
data\raw\images\fairface_0002325.jpg,data\raw\images\fairface_0002364.jpg,1,Male_20-39_Medium,train_identity_1308,train_identity_1308,train
data\raw\images\fairface_0002741.jpg,data\raw\images\fairface_0002764.jpg,1,Male_0-19_Medium,train_identity_0961,train_identity_0961,train
data\raw\images\fairface_0007408.jpg,data\raw\images\fairface_0007500.jpg,1,Female_40-59_Medium,train_identity_0736,train_identity_0736,train
data\raw\images\fairface_0003312.jpg,data\raw\images\fairface_0003315.jpg,1,Male_20-39_Light,train_identity_1152,train_identity_1152,train
data\raw\images\fairface_0004053.jpg,data\raw\images\fairface_0004096.jpg,1,Female_60+_Medium,train_identity_0795,train_identity_0795,train
data\raw\images\fairface_0004475.jpg,data\raw\images\fairface_0004800.jpg,1,Female_60+_Medium,train_identity_0797,train_identity_0797,train
data\raw\images\fairface_0003447.jpg,data\raw\images\fairface_0003476.jpg,1,Male_20-39_Medium,train_identity_1332,train_identity_1332,train
data\raw\images\fairface_0008087.jpg,data\raw\images\fairface_0008303.jpg,1,Female_40-59_Light,train_identity_0695,train_identity_0695,train
data\raw\images\fairface_0005249.jpg,data\raw\images\fairface_0005294.jpg,1,Male_20-39_Light,train_identity_1179,train_identity_1179,train
data\raw\images\fairface_0009701.jpg,data\raw\images\fairface_0009708.jpg,1,Male_20-39_Medium,train_identity_1486,train_identity_1486,train
data\raw\images\fairface_0002572.jpg,data\raw\images\fairface_0002842.jpg,1,Male_60+_Light,train_identity_1655,train_identity_1655,train
data\raw\images\fairface_0009427.jpg,data\raw\images\fairface_0009491.jpg,1,Male_0-19_Medium,train_identity_1039,train_identity_1039,train
data\raw\images\fairface_0009225.jpg,data\raw\images\fairface_0009368.jpg,1,Female_60+_Medium,train_identity_0812,train_identity_0812,train
data\raw\images\fairface_0009159.jpg,data\raw\images\fairface_0009241.jpg,1,Male_0-19_Medium,train_identity_1035,train_identity_1035,train
data\raw\images\fairface_0000349.jpg,data\raw\images\fairface_0000361.jpg,1,Female_0-19_Medium,train_identity_0101,train_identity_0101,train
data\raw\images\fairface_0003943.jpg,data\raw\images\fairface_0004046.jpg,1,Female_40-59_Light,train_identity_0686,train_identity_0686,train
data\raw\images\fairface_0001600.jpg,data\raw\images\fairface_0001613.jpg,1,Male_40-59_Medium,train_identity_1565,train_identity_1565,train
data\raw\images\fairface_0007074.jpg,data\raw\images\fairface_0007126.jpg,1,Female_20-39_Medium,train_identity_0609,train_identity_0609,train
data\raw\images\fairface_0001418.jpg,data\raw\images\fairface_0001510.jpg,1,Female_20-39_Medium,train_identity_0484,train_identity_0484,train
data\raw\images\fairface_0005592.jpg,data\raw\images\fairface_0005637.jpg,1,Female_40-59_Medium,train_identity_0730,train_identity_0730,train
data\raw\images\fairface_0005403.jpg,data\raw\images\fairface_0005416.jpg,1,Male_40-59_Medium,train_identity_1593,train_identity_1593,train
data\raw\images\fairface_0002337.jpg,data\raw\images\fairface_0002345.jpg,1,Male_0-19_Light,train_identity_0873,train_identity_0873,train
data\raw\images\fairface_0006401.jpg,data\raw\images\fairface_0006460.jpg,1,Female_0-19_Medium,train_identity_0174,train_identity_0174,train
data\raw\images\fairface_0004423.jpg,data\raw\images\fairface_0004445.jpg,1,Male_20-39_Medium,train_identity_1356,train_identity_1356,train
data\raw\images\fairface_0007295.jpg,data\raw\images\fairface_0007495.jpg,1,Female_20-39_Dark,train_identity_0259,train_identity_0259,train
data\raw\images\fairface_0000315.jpg,data\raw\images\fairface_0000327.jpg,1,Male_20-39_Medium,train_identity_1258,train_identity_1258,train
data\raw\images\fairface_0005387.jpg,data\raw\images\fairface_0005457.jpg,1,Female_20-39_Dark,train_identity_0248,train_identity_0248,train
data\raw\images\fairface_0008336.jpg,data\raw\images\fairface_0008413.jpg,1,Male_40-59_Dark,train_identity_1506,train_identity_1506,train
data\raw\images\fairface_0007326.jpg,data\raw\images\fairface_0007457.jpg,1,Female_0-19_Dark,train_identity_0031,train_identity_0031,train
data\raw\images\fairface_0001541.jpg,data\raw\images\fairface_0001598.jpg,1,Female_60+_Medium,train_identity_0786,train_identity_0786,train
data\raw\images\fairface_0004580.jpg,data\raw\images\fairface_0004613.jpg,1,Female_20-39_Light,train_identity_0353,train_identity_0353,train
data\raw\images\fairface_0000370.jpg,data\raw\images\fairface_0000390.jpg,1,Female_20-39_Light,train_identity_0283,train_identity_0283,train
data\raw\images\fairface_0002617.jpg,data\raw\images\fairface_0002658.jpg,1,Female_20-39_Dark,train_identity_0230,train_identity_0230,train
data\raw\images\fairface_0007814.jpg,data\raw\images\fairface_0007829.jpg,1,Male_20-39_Light,train_identity_1218,train_identity_1218,train
data\raw\images\fairface_0007293.jpg,data\raw\images\fairface_0007371.jpg,1,Female_60+_Medium,train_identity_0804,train_identity_0804,train
data\raw\images\fairface_0008651.jpg,data\raw\images\fairface_0008676.jpg,1,Male_60+_Medium,train_identity_1743,train_identity_1743,train
data\raw\images\fairface_0001171.jpg,data\raw\images\fairface_0001220.jpg,1,Male_20-39_Light,train_identity_1118,train_identity_1118,train
data\raw\images\fairface_0000439.jpg,data\raw\images\fairface_0000444.jpg,1,Female_0-19_Medium,train_identity_0103,train_identity_0103,train
data\raw\images\fairface_0002678.jpg,data\raw\images\fairface_0002690.jpg,1,Male_20-39_Light,train_identity_1140,train_identity_1140,train
data\raw\images\fairface_0006556.jpg,data\raw\images\fairface_0006614.jpg,1,Male_60+_Medium,train_identity_1728,train_identity_1728,train
data\raw\images\fairface_0008773.jpg,data\raw\images\fairface_0008814.jpg,1,Female_20-39_Dark,train_identity_0266,train_identity_0266,train
data\raw\images\fairface_0009575.jpg,data\raw\images\fairface_0009647.jpg,1,Male_20-39_Light,train_identity_1244,train_identity_1244,train
data\raw\images\fairface_0000229.jpg,data\raw\images\fairface_0000281.jpg,1,Male_20-39_Light,train_identity_1104,train_identity_1104,train
data\raw\images\fairface_0009081.jpg,data\raw\images\fairface_0009115.jpg,1,Female_20-39_Dark,train_identity_0269,train_identity_0269,train
data\raw\images\fairface_0004030.jpg,data\raw\images\fairface_0004071.jpg,1,Male_20-39_Medium,train_identity_1346,train_identity_1346,train
