image_a,image_b,label,subgroup,synthetic_identity_a,synthetic_identity_b,split
data\raw\images\fairface_0005418.jpg,data\raw\images\fairface_0005495.jpg,1,Female_0-19_Medium,audit_identity_0036,audit_identity_0036,audit
data\raw\images\fairface_0000983.jpg,data\raw\images\fairface_0000984.jpg,1,Male_20-39_Light,audit_identity_0241,audit_identity_0241,audit
data\raw\images\fairface_0006176.jpg,data\raw\images\fairface_0006408.jpg,1,Female_20-39_Dark,audit_identity_0056,audit_identity_0056,audit
data\raw\images\fairface_0009452.jpg,data\raw\images\fairface_0009558.jpg,1,Female_20-39_Light,audit_identity_0095,audit_identity_0095,audit
data\raw\images\fairface_0002158.jpg,data\raw\images\fairface_0002534.jpg,1,Male_20-39_Light,audit_identity_0247,audit_identity_0247,audit
data\raw\images\fairface_0007348.jpg,data\raw\images\fairface_0007734.jpg,1,Female_20-39_Dark,audit_identity_0058,audit_identity_0058,audit
data\raw\images\fairface_0001438.jpg,data\raw\images\fairface_0001666.jpg,1,Female_0-19_Medium,audit_identity_0025,audit_identity_0025,audit
data\raw\images\fairface_0002693.jpg,data\raw\images\fairface_0002990.jpg,1,Male_20-39_Light,audit_identity_0248,audit_identity_0248,audit
data\raw\images\fairface_0003519.jpg,data\raw\images\fairface_0003614.jpg,1,Male_20-39_Medium,audit_identity_0290,audit_identity_0290,audit
data\raw\images\fairface_0004519.jpg,data\raw\images\fairface_0007459.jpg,1,Female_60+_Dark,audit_identity_0164,audit_identity_0164,audit
data\raw\images\fairface_0001895.jpg,data\raw\images\fairface_0001986.jpg,1,Female_0-19_Medium,audit_identity_0026,audit_identity_0026,audit
data\raw\images\fairface_0005083.jpg,data\raw\images\fairface_0005136.jpg,1,Male_20-39_Medium,audit_identity_0299,audit_identity_0299,audit
data\raw\images\fairface_0005475.jpg,data\raw\images\fairface_0005612.jpg,1,Male_0-19_Medium,audit_identity_0215,audit_identity_0215,audit
data\raw\images\fairface_0008161.jpg,data\raw\images\fairface_0008295.jpg,1,Male_20-39_Medium,audit_identity_0313,audit_identity_0313,audit
data\raw\images\fairface_0003198.jpg,data\raw\images\fairface_0003217.jpg,1,Male_20-39_Light,audit_identity_0249,audit_identity_0249,audit
data\raw\images\fairface_0003784.jpg,data\raw\images\fairface_0003923.jpg,1,Male_20-39_Medium,audit_identity_0292,audit_identity_0292,audit
data\raw\images\fairface_0003044.jpg,data\raw\images\fairface_0003217.jpg,1,Male_20-39_Light,audit_identity_0249,audit_identity_0249,audit
data\raw\images\fairface_0000995.jpg,data\raw\images\fairface_0001105.jpg,1,Male_60+_Light,audit_identity_0356,audit_identity_0356,audit
data\raw\images\fairface_0006631.jpg,data\raw\images\fairface_0006649.jpg,1,Male_0-19_Medium,audit_identity_0218,audit_identity_0218,audit
data\raw\images\fairface_0000271.jpg,data\raw\images\fairface_0000774.jpg,1,Male_60+_Light,audit_identity_0355,audit_identity_0355,audit
data\raw\images\fairface_0000963.jpg,data\raw\images\fairface_0001073.jpg,1,Male_20-39_Light,audit_identity_0241,audit_identity_0241,audit
data\raw\images\fairface_0003905.jpg,data\raw\images\fairface_0003923.jpg,1,Male_20-39_Medium,audit_identity_0292,audit_identity_0292,audit
data\raw\images\fairface_0009648.jpg,data\raw\images\fairface_0009674.jpg,1,Male_40-59_Light,audit_identity_0334,audit_identity_0334,audit
data\raw\images\fairface_0005950.jpg,data\raw\images\fairface_0006490.jpg,1,Female_40-59_Medium,audit_identity_0160,audit_identity_0160,audit
data\raw\images\fairface_0000128.jpg,data\raw\images\fairface_0000398.jpg,1,Male_40-59_Medium,audit_identity_0335,audit_identity_0335,audit
data\raw\images\fairface_0008216.jpg,data\raw\images\fairface_0008240.jpg,1,Female_20-39_Dark,audit_identity_0059,audit_identity_0059,audit
data\raw\images\fairface_0003361.jpg,data\raw\images\fairface_0003490.jpg,1,Male_20-39_Medium,audit_identity_0289,audit_identity_0289,audit
data\raw\images\fairface_0007042.jpg,data\raw\images\fairface_0007115.jpg,1,Male_60+_Medium,audit_identity_0374,audit_identity_0374,audit
data\raw\images\fairface_0001676.jpg,data\raw\images\fairface_0001732.jpg,1,Female_20-39_Light,audit_identity_0066,audit_identity_0066,audit
data\raw\images\fairface_0004285.jpg,data\raw\images\fairface_0004411.jpg,1,Male_0-19_Medium,audit_identity_0212,audit_identity_0212,audit
data\raw\images\fairface_0006631.jpg,data\raw\images\fairface_0006699.jpg,1,Male_0-19_Medium,audit_identity_0218,audit_identity_0218,audit
data\raw\images\fairface_0007631.jpg,data\raw\images\fairface_0007696.jpg,1,Female_0-19_Medium,audit_identity_0041,audit_identity_0041,audit
data\raw\images\fairface_0009098.jpg,data\raw\images\fairface_0009365.jpg,1,Male_0-19_Light,audit_identity_0199,audit_identity_0199,audit
data\raw\images\fairface_0005382.jpg,data\raw\images\fairface_0005753.jpg,1,Female_40-59_Medium,audit_identity_0159,audit_identity_0159,audit
data\raw\images\fairface_0007105.jpg,data\raw\images\fairface_0007167.jpg,1,Male_20-39_Medium,audit_identity_0307,audit_identity_0307,audit
data\raw\images\fairface_0003946.jpg,data\raw\images\fairface_0004080.jpg,1,Female_20-39_Dark,audit_identity_0053,audit_identity_0053,audit
data\raw\images\fairface_0003709.jpg,data\raw\images\fairface_0003713.jpg,1,Male_60+_Medium,audit_identity_0369,audit_identity_0369,audit
data\raw\images\fairface_0003499.jpg,data\raw\images\fairface_0007459.jpg,1,Female_60+_Dark,audit_identity_0164,audit_identity_0164,audit
data\raw\images\fairface_0003587.jpg,data\raw\images\fairface_0003667.jpg,1,Female_20-39_Medium,audit_identity_0113,audit_identity_0113,audit
data\raw\images\fairface_0007702.jpg,data\raw\images\fairface_0007738.jpg,1,Male_20-39_Medium,audit_identity_0310,audit_identity_0310,audit
data\raw\images\fairface_0000833.jpg,data\raw\images\fairface_0001032.jpg,1,Female_20-39_Light,audit_identity_0064,audit_identity_0064,audit
data\raw\images\fairface_0009616.jpg,data\raw\images\fairface_0009662.jpg,1,Female_20-39_Light,audit_identity_0096,audit_identity_0096,audit
data\raw\images\fairface_0007983.jpg,data\raw\images\fairface_0008038.jpg,1,Male_20-39_Light,audit_identity_0265,audit_identity_0265,audit
data\raw\images\fairface_0008893.jpg,data\raw\images\fairface_0008896.jpg,1,Female_20-39_Medium,audit_identity_0140,audit_identity_0140,audit
data\raw\images\fairface_0003849.jpg,data\raw\images\fairface_0004476.jpg,1,Female_60+_Light,audit_identity_0166,audit_identity_0166,audit
data\raw\images\fairface_0007292.jpg,data\raw\images\fairface_0007563.jpg,1,Male_0-19_Light,audit_identity_0196,audit_identity_0196,audit
data\raw\images\fairface_0008549.jpg,data\raw\images\fairface_0008695.jpg,1,Female_20-39_Medium,audit_identity_0138,audit_identity_0138,audit
data\raw\images\fairface_0007561.jpg,data\raw\images\fairface_0007590.jpg,1,Female_20-39_Medium,audit_identity_0133,audit_identity_0133,audit
data\raw\images\fairface_0002457.jpg,data\raw\images\fairface_0003294.jpg,1,Male_0-19_Dark,audit_identity_0178,audit_identity_0178,audit
data\raw\images\fairface_0003923.jpg,data\raw\images\fairface_0003935.jpg,1,Male_20-39_Medium,audit_identity_0292,audit_identity_0292,audit
data\raw\images\fairface_0003525.jpg,data\raw\images\fairface_0003646.jpg,1,Female_60+_Medium,audit_identity_0171,audit_identity_0171,audit
data\raw\images\fairface_0005619.jpg,data\raw\images\fairface_0005792.jpg,1,Male_20-39_Dark,audit_identity_0234,audit_identity_0234,audit
data\raw\images\fairface_0002798.jpg,data\raw\images\fairface_0002820.jpg,1,Male_20-39_Medium,audit_identity_0285,audit_identity_0285,audit
data\raw\images\fairface_0009391.jpg,data\raw\images\fairface_0009551.jpg,1,Female_0-19_Light,audit_identity_0021,audit_identity_0021,audit
data\raw\images\fairface_0008580.jpg,data\raw\images\fairface_0008705.jpg,1,Female_40-59_Light,audit_identity_0152,audit_identity_0152,audit
data\raw\images\fairface_0001239.jpg,data\raw\images\fairface_0001855.jpg,1,Female_60+_Medium,audit_identity_0170,audit_identity_0170,audit
data\raw\images\fairface_0000085.jpg,data\raw\images\fairface_0000121.jpg,1,Female_20-39_Light,audit_identity_0061,audit_identity_0061,audit
data\raw\images\fairface_0007179.jpg,data\raw\images\fairface_0007204.jpg,1,Male_40-59_Medium,audit_identity_0348,audit_identity_0348,audit
data\raw\images\fairface_0004382.jpg,data\raw\images\fairface_0004400.jpg,1,Female_20-39_Medium,audit_identity_0117,audit_identity_0117,audit
data\raw\images\fairface_0009483.jpg,data\raw\images\fairface_0009532.jpg,1,Male_20-39_Medium,audit_identity_0320,audit_identity_0320,audit
data\raw\images\fairface_0009098.jpg,data\raw\images\fairface_0009150.jpg,1,Male_0-19_Light,audit_identity_0199,audit_identity_0199,audit
data\raw\images\fairface_0004476.jpg,data\raw\images\fairface_0005722.jpg,1,Female_60+_Light,audit_identity_0166,audit_identity_0166,audit
data\raw\images\fairface_0005159.jpg,data\raw\images\fairface_0005581.jpg,1,Male_20-39_Medium,audit_identity_0300,audit_identity_0300,audit
data\raw\images\fairface_0001039.jpg,data\raw\images\fairface_0001355.jpg,1,Female_0-19_Medium,audit_identity_0024,audit_identity_0024,audit
data\raw\images\fairface_0005581.jpg,data\raw\images\fairface_0005729.jpg,1,Male_20-39_Medium,audit_identity_0300,audit_identity_0300,audit
data\raw\images\fairface_0001322.jpg,data\raw\images\fairface_0001475.jpg,1,Male_20-39_Medium,audit_identity_0278,audit_identity_0278,audit
data\raw\images\fairface_0007690.jpg,data\raw\images\fairface_0007909.jpg,1,Male_0-19_Medium,audit_identity_0221,audit_identity_0221,audit
data\raw\images\fairface_0002760.jpg,data\raw\images\fairface_0002960.jpg,1,Male_40-59_Light,audit_identity_0327,audit_identity_0327,audit
data\raw\images\fairface_0002711.jpg,data\raw\images\fairface_0003385.jpg,1,Male_40-59_Dark,audit_identity_0324,audit_identity_0324,audit
data\raw\images\fairface_0007116.jpg,data\raw\images\fairface_0007118.jpg,1,Male_20-39_Medium,audit_identity_0307,audit_identity_0307,audit
data\raw\images\fairface_0009094.jpg,data\raw\images\fairface_0009170.jpg,1,Male_40-59_Medium,audit_identity_0352,audit_identity_0352,audit
data\raw\images\fairface_0004981.jpg,data\raw\images\fairface_0005130.jpg,1,Female_20-39_Medium,audit_identity_0121,audit_identity_0121,audit
data\raw\images\fairface_0009157.jpg,data\raw\images\fairface_0009572.jpg,1,Male_60+_Medium,audit_identity_0377,audit_identity_0377,audit
data\raw\images\fairface_0001008.jpg,data\raw\images\fairface_0002855.jpg,1,Female_40-59_Light,audit_identity_0149,audit_identity_0149,audit
data\raw\images\fairface_0002666.jpg,data\raw\images\fairface_0003200.jpg,1,Female_0-19_Dark,audit_identity_0002,audit_identity_0002,audit
data\raw\images\fairface_0009063.jpg,data\raw\images\fairface_0009102.jpg,1,Male_20-39_Medium,audit_identity_0317,audit_identity_0317,audit
data\raw\images\fairface_0001300.jpg,data\raw\images\fairface_0001391.jpg,1,Male_20-39_Dark,audit_identity_0228,audit_identity_0228,audit
data\raw\images\fairface_0006819.jpg,data\raw\images\fairface_0006901.jpg,1,Female_20-39_Medium,audit_identity_0129,audit_identity_0129,audit
data\raw\images\fairface_0001807.jpg,data\raw\images\fairface_0001965.jpg,1,Female_20-39_Medium,audit_identity_0107,audit_identity_0107,audit
data\raw\images\fairface_0001286.jpg,data\raw\images\fairface_0001717.jpg,1,Male_60+_Medium,audit_identity_0366,audit_identity_0366,audit
data\raw\images\fairface_0000215.jpg,data\raw\images\fairface_0000262.jpg,1,Female_0-19_Medium,audit_identity_0022,audit_identity_0022,audit
data\raw\images\fairface_0009657.jpg,data\raw\images\fairface_0009698.jpg,1,Female_20-39_Medium,audit_identity_0143,audit_identity_0143,audit
data\raw\images\fairface_0005586.jpg,data\raw\images\fairface_0005723.jpg,1,Female_20-39_Dark,audit_identity_0055,audit_identity_0055,audit
data\raw\images\fairface_0004590.jpg,data\raw\images\fairface_0005117.jpg,1,Male_20-39_Light,audit_identity_0255,audit_identity_0255,audit
data\raw\images\fairface_0003274.jpg,data\raw\images\fairface_0003995.jpg,1,Female_0-19_Dark,audit_identity_0003,audit_identity_0003,audit
data\raw\images\fairface_0001409.jpg,data\raw\images\fairface_0001439.jpg,1,Male_20-39_Medium,audit_identity_0278,audit_identity_0278,audit
data\raw\images\fairface_0005352.jpg,data\raw\images\fairface_0005418.jpg,1,Female_0-19_Medium,audit_identity_0036,audit_identity_0036,audit
data\raw\images\fairface_0006493.jpg,data\raw\images\fairface_0006536.jpg,1,Male_0-19_Medium,audit_identity_0217,audit_identity_0217,audit
data\raw\images\fairface_0000510.jpg,data\raw\images\fairface_0000554.jpg,1,Male_20-39_Medium,audit_identity_0273,audit_identity_0273,audit
data\raw\images\fairface_0007078.jpg,data\raw\images\fairface_0007106.jpg,1,Male_0-19_Medium,audit_identity_0220,audit_identity_0220,audit
data\raw\images\fairface_0003014.jpg,data\raw\images\fairface_0003157.jpg,1,Male_0-19_Medium,audit_identity_0209,audit_identity_0209,audit
data\raw\images\fairface_0000180.jpg,data\raw\images\fairface_0000816.jpg,1,Female_40-59_Light,audit_identity_0148,audit_identity_0148,audit
data\raw\images\fairface_0007413.jpg,data\raw\images\fairface_0007518.jpg,1,Female_20-39_Light,audit_identity_0088,audit_identity_0088,audit
data\raw\images\fairface_0000725.jpg,data\raw\images\fairface_0000901.jpg,1,Female_20-39_Medium,audit_identity_0102,audit_identity_0102,audit
data\raw\images\fairface_0003561.jpg,data\raw\images\fairface_0003571.jpg,1,Female_0-19_Medium,audit_identity_0033,audit_identity_0033,audit
data\raw\images\fairface_0000795.jpg,data\raw\images\fairface_0001084.jpg,1,Female_20-39_Dark,audit_identity_0049,audit_identity_0049,audit
data\raw\images\fairface_0009182.jpg,data\raw\images\fairface_0009773.jpg,1,Female_40-59_Medium,audit_identity_0162,audit_identity_0162,audit
data\raw\images\fairface_0002044.jpg,data\raw\images\fairface_0002053.jpg,1,Male_20-39_Light,audit_identity_0246,audit_identity_0246,audit
data\raw\images\fairface_0008729.jpg,data\raw\images\fairface_0008949.jpg,1,Male_20-39_Medium,audit_identity_0316,audit_identity_0316,audit
data\raw\images\fairface_0002468.jpg,data\raw\images\fairface_0002994.jpg,1,Male_0-19_Light,audit_identity_0189,audit_identity_0189,audit
data\raw\images\fairface_0008982.jpg,data\raw\images\fairface_0009212.jpg,1,Female_20-39_Light,audit_identity_0094,audit_identity_0094,audit
data\raw\images\fairface_0001791.jpg,data\raw\images\fairface_0001895.jpg,1,Female_0-19_Medium,audit_identity_0026,audit_identity_0026,audit
data\raw\images\fairface_0003167.jpg,data\raw\images\fairface_0003264.jpg,1,Female_20-39_Light,audit_identity_0072,audit_identity_0072,audit
data\raw\images\fairface_0003875.jpg,data\raw\images\fairface_0004082.jpg,1,Female_40-59_Medium,audit_identity_0157,audit_identity_0157,audit
data\raw\images\fairface_0005465.jpg,data\raw\images\fairface_0005515.jpg,1,Female_20-39_Light,audit_identity_0082,audit_identity_0082,audit
data\raw\images\fairface_0003058.jpg,data\raw\images\fairface_0003065.jpg,1,Male_20-39_Medium,audit_identity_0287,audit_identity_0287,audit
data\raw\images\fairface_0008982.jpg,data\raw\images\fairface_0009095.jpg,1,Female_20-39_Light,audit_identity_0094,audit_identity_0094,audit
data\raw\images\fairface_0001735.jpg,data\raw\images\fairface_0001824.jpg,1,Female_20-39_Light,audit_identity_0067,audit_identity_0067,audit
data\raw\images\fairface_0009879.jpg,data\raw\images\fairface_0009888.jpg,1,Female_20-39_Light,audit_identity_0098,audit_identity_0098,audit
data\raw\images\fairface_0007649.jpg,data\raw\images\fairface_0007971.jpg,1,Male_40-59_Medium,audit_identity_0350,audit_identity_0350,audit
data\raw\images\fairface_0007529.jpg,data\raw\images\fairface_0007539.jpg,1,Male_40-59_Medium,audit_identity_0349,audit_identity_0349,audit
data\raw\images\fairface_0003048.jpg,data\raw\images\fairface_0003284.jpg,1,Male_40-59_Medium,audit_identity_0341,audit_identity_0341,audit
data\raw\images\fairface_0008896.jpg,data\raw\images\fairface_0008907.jpg,1,Female_20-39_Medium,audit_identity_0140,audit_identity_0140,audit
data\raw\images\fairface_0008089.jpg,data\raw\images\fairface_0008694.jpg,1,Male_60+_Light,audit_identity_0362,audit_identity_0362,audit
data\raw\images\fairface_0001540.jpg,data\raw\images\fairface_0001855.jpg,1,Female_60+_Medium,audit_identity_0170,audit_identity_0170,audit
data\raw\images\fairface_0006649.jpg,data\raw\images\fairface_0006699.jpg,1,Male_0-19_Medium,audit_identity_0218,audit_identity_0218,audit
data\raw\images\fairface_0003756.jpg,data\raw\images\fairface_0003861.jpg,1,Female_20-39_Medium,audit_identity_0114,audit_identity_0114,audit
data\raw\images\fairface_0008283.jpg,data\raw\images\fairface_0008295.jpg,1,Male_20-39_Medium,audit_identity_0313,audit_identity_0313,audit
data\raw\images\fairface_0001039.jpg,data\raw\images\fairface_0001195.jpg,1,Female_0-19_Medium,audit_identity_0024,audit_identity_0024,audit
data\raw\images\fairface_0000321.jpg,data\raw\images\fairface_0000389.jpg,1,Male_60+_Medium,audit_identity_0364,audit_identity_0364,audit
data\raw\images\fairface_0004035.jpg,data\raw\images\fairface_0004041.jpg,1,Male_20-39_Medium,audit_identity_0293,audit_identity_0293,audit
data\raw\images\fairface_0003167.jpg,data\raw\images\fairface_0003272.jpg,1,Female_20-39_Light,audit_identity_0072,audit_identity_0072,audit
data\raw\images\fairface_0008195.jpg,data\raw\images\fairface_0008297.jpg,1,Female_20-39_Medium,audit_identity_0136,audit_identity_0136,audit
data\raw\images\fairface_0001433.jpg,data\raw\images\fairface_0001480.jpg,1,Female_20-39_Medium,audit_identity_0105,audit_identity_0105,audit
data\raw\images\fairface_0001964.jpg,data\raw\images\fairface_0002099.jpg,1,Female_20-39_Dark,audit_identity_0050,audit_identity_0050,audit
data\raw\images\fairface_0002331.jpg,data\raw\images\fairface_0002519.jpg,1,Female_20-39_Light,audit_identity_0069,audit_identity_0069,audit
data\raw\images\fairface_0004890.jpg,data\raw\images\fairface_0004932.jpg,1,Female_0-19_Light,audit_identity_0015,audit_identity_0015,audit
data\raw\images\fairface_0007212.jpg,data\raw\images\fairface_0007318.jpg,1,Male_20-39_Medium,audit_identity_0308,audit_identity_0308,audit
data\raw\images\fairface_0005367.jpg,data\raw\images\fairface_0005376.jpg,1,Male_60+_Medium,audit_identity_0372,audit_identity_0372,audit
data\raw\images\fairface_0000262.jpg,data\raw\images\fairface_0000569.jpg,1,Female_0-19_Medium,audit_identity_0022,audit_identity_0022,audit
data\raw\images\fairface_0003543.jpg,data\raw\images\fairface_0003895.jpg,1,Male_0-19_Medium,audit_identity_0211,audit_identity_0211,audit
data\raw\images\fairface_0008365.jpg,data\raw\images\fairface_0008519.jpg,1,Male_0-19_Medium,audit_identity_0222,audit_identity_0222,audit
data\raw\images\fairface_0001508.jpg,data\raw\images\fairface_0001746.jpg,1,Male_20-39_Medium,audit_identity_0279,audit_identity_0279,audit
data\raw\images\fairface_0009483.jpg,data\raw\images\fairface_0009538.jpg,1,Male_20-39_Medium,audit_identity_0320,audit_identity_0320,audit
data\raw\images\fairface_0008016.jpg,data\raw\images\fairface_0008076.jpg,1,Male_20-39_Medium,audit_identity_0312,audit_identity_0312,audit
data\raw\images\fairface_0005692.jpg,data\raw\images\fairface_0005709.jpg,1,Female_20-39_Medium,audit_identity_0124,audit_identity_0124,audit
data\raw\images\fairface_0001891.jpg,data\raw\images\fairface_0002485.jpg,1,Male_60+_Light,audit_identity_0357,audit_identity_0357,audit
data\raw\images\fairface_0009169.jpg,data\raw\images\fairface_0009255.jpg,1,Female_0-19_Medium,audit_identity_0045,audit_identity_0045,audit
data\raw\images\fairface_0002312.jpg,data\raw\images\fairface_0002396.jpg,1,Male_20-39_Medium,audit_identity_0283,audit_identity_0283,audit
data\raw\images\fairface_0002234.jpg,data\raw\images\fairface_0002339.jpg,1,Female_40-59_Medium,audit_identity_0156,audit_identity_0156,audit
data\raw\images\fairface_0007000.jpg,data\raw\images\fairface_0007054.jpg,1,Male_20-39_Medium,audit_identity_0306,audit_identity_0306,audit
data\raw\images\fairface_0000597.jpg,data\raw\images\fairface_0000609.jpg,1,Male_20-39_Medium,audit_identity_0274,audit_identity_0274,audit
data\raw\images\fairface_0005220.jpg,data\raw\images\fairface_0005343.jpg,1,Male_0-19_Medium,audit_identity_0214,audit_identity_0214,audit
data\raw\images\fairface_0001092.jpg,data\raw\images\fairface_0001149.jpg,1,Female_20-39_Light,audit_identity_0065,audit_identity_0065,audit
data\raw\images\fairface_0007160.jpg,data\raw\images\fairface_0007175.jpg,1,Female_20-39_Dark,audit_identity_0057,audit_identity_0057,audit
data\raw\images\fairface_0000984.jpg,data\raw\images\fairface_0001073.jpg,1,Male_20-39_Light,audit_identity_0241,audit_identity_0241,audit
data\raw\images\fairface_0000446.jpg,data\raw\images\fairface_0000774.jpg,1,Male_60+_Light,audit_identity_0355,audit_identity_0355,audit
data\raw\images\fairface_0002951.jpg,data\raw\images\fairface_0002994.jpg,1,Male_0-19_Light,audit_identity_0189,audit_identity_0189,audit
data\raw\images\fairface_0001798.jpg,data\raw\images\fairface_0001894.jpg,1,Female_40-59_Medium,audit_identity_0155,audit_identity_0155,audit
data\raw\images\fairface_0007453.jpg,data\raw\images\fairface_0007524.jpg,1,Female_20-39_Medium,audit_identity_0132,audit_identity_0132,audit
data\raw\images\fairface_0005441.jpg,data\raw\images\fairface_0005619.jpg,1,Male_20-39_Dark,audit_identity_0234,audit_identity_0234,audit
data\raw\images\fairface_0006176.jpg,data\raw\images\fairface_0006263.jpg,1,Female_20-39_Dark,audit_identity_0056,audit_identity_0056,audit
data\raw\images\fairface_0009108.jpg,data\raw\images\fairface_0009134.jpg,1,Male_20-39_Medium,audit_identity_0318,audit_identity_0318,audit
data\raw\images\fairface_0000299.jpg,data\raw\images\fairface_0000365.jpg,1,Male_20-39_Medium,audit_identity_0272,audit_identity_0272,audit
data\raw\images\fairface_0003798.jpg,data\raw\images\fairface_0003896.jpg,1,Female_0-19_Dark,audit_identity_0003,audit_identity_0003,audit
data\raw\images\fairface_0000863.jpg,data\raw\images\fairface_0001179.jpg,1,Female_40-59_Medium,audit_identity_0153,audit_identity_0153,audit
data\raw\images\fairface_0002504.jpg,data\raw\images\fairface_0002705.jpg,1,Female_0-19_Medium,audit_identity_0029,audit_identity_0029,audit
data\raw\images\fairface_0008486.jpg,data\raw\images\fairface_0009013.jpg,1,Female_0-19_Medium,audit_identity_0044,audit_identity_0044,audit
data\raw\images\fairface_0008569.jpg,data\raw\images\fairface_0008701.jpg,1,Male_60+_Medium,audit_identity_0376,audit_identity_0376,audit
data\raw\images\fairface_0008566.jpg,data\raw\images\fairface_0008594.jpg,1,Male_40-59_Medium,audit_identity_0351,audit_identity_0351,audit
data\raw\images\fairface_0000448.jpg,data\raw\images\fairface_0000863.jpg,1,Female_40-59_Medium,audit_identity_0153,audit_identity_0153,audit
data\raw\images\fairface_0008391.jpg,data\raw\images\fairface_0008435.jpg,1,Female_0-19_Medium,audit_identity_0043,audit_identity_0043,audit
data\raw\images\fairface_0009900.jpg,data\raw\images\fairface_0009926.jpg,1,Female_20-39_Medium,audit_identity_0144,audit_identity_0144,audit
data\raw\images\fairface_0000726.jpg,data\raw\images\fairface_0000922.jpg,1,Female_0-19_Medium,audit_identity_0023,audit_identity_0023,audit
data\raw\images\fairface_0004610.jpg,data\raw\images\fairface_0004901.jpg,1,Female_20-39_Dark,audit_identity_0054,audit_identity_0054,audit
data\raw\images\fairface_0009108.jpg,data\raw\images\fairface_0009154.jpg,1,Male_20-39_Medium,audit_identity_0318,audit_identity_0318,audit
data\raw\images\fairface_0005409.jpg,data\raw\images\fairface_0005516.jpg,1,Male_40-59_Medium,audit_identity_0346,audit_identity_0346,audit
data\raw\images\fairface_0001720.jpg,data\raw\images\fairface_0001722.jpg,1,Male_20-39_Light,audit_identity_0245,audit_identity_0245,audit
data\raw\images\fairface_0009379.jpg,data\raw\images\fairface_0009452.jpg,1,Female_20-39_Light,audit_identity_0095,audit_identity_0095,audit
data\raw\images\fairface_0001039.jpg,data\raw\images\fairface_0001202.jpg,1,Female_0-19_Medium,audit_identity_0024,audit_identity_0024,audit
data\raw\images\fairface_0008534.jpg,data\raw\images\fairface_0008861.jpg,1,Female_0-19_Light,audit_identity_0019,audit_identity_0019,audit
data\raw\images\fairface_0008263.jpg,data\raw\images\fairface_0008278.jpg,1,Female_20-39_Light,audit_identity_0091,audit_identity_0091,audit
data\raw\images\fairface_0006285.jpg,data\raw\images\fairface_0006423.jpg,1,Female_0-19_Medium,audit_identity_0038,audit_identity_0038,audit
data\raw\images\fairface_0005350.jpg,data\raw\images\fairface_0005482.jpg,1,Female_20-39_Medium,audit_identity_0123,audit_identity_0123,audit
data\raw\images\fairface_0008594.jpg,data\raw\images\fairface_0008997.jpg,1,Male_40-59_Medium,audit_identity_0351,audit_identity_0351,audit
data\raw\images\fairface_0006548.jpg,data\raw\images\fairface_0006714.jpg,1,Male_20-39_Medium,audit_identity_0305,audit_identity_0305,audit
data\raw\images\fairface_0005536.jpg,data\raw\images\fairface_0005586.jpg,1,Female_20-39_Dark,audit_identity_0055,audit_identity_0055,audit
data\raw\images\fairface_0007062.jpg,data\raw\images\fairface_0007094.jpg,1,Male_20-39_Light,audit_identity_0262,audit_identity_0262,audit
data\raw\images\fairface_0008753.jpg,data\raw\images\fairface_0009671.jpg,1,Male_20-39_Dark,audit_identity_0238,audit_identity_0238,audit
data\raw\images\fairface_0005207.jpg,data\raw\images\fairface_0005273.jpg,1,Female_20-39_Medium,audit_identity_0122,audit_identity_0122,audit
data\raw\images\fairface_0009833.jpg,data\raw\images\fairface_0009900.jpg,1,Female_20-39_Medium,audit_identity_0144,audit_identity_0144,audit
data\raw\images\fairface_0003571.jpg,data\raw\images\fairface_0003586.jpg,1,Female_0-19_Medium,audit_identity_0033,audit_identity_0033,audit
data\raw\images\fairface_0009825.jpg,data\raw\images\fairface_0009866.jpg,1,Female_20-39_Light,audit_identity_0098,audit_identity_0098,audit
data\raw\images\fairface_0007157.jpg,data\raw\images\fairface_0007166.jpg,1,Female_40-59_Medium,audit_identity_0161,audit_identity_0161,audit
data\raw\images\fairface_0006956.jpg,data\raw\images\fairface_0006977.jpg,1,Female_20-39_Light,audit_identity_0086,audit_identity_0086,audit
data\raw\images\fairface_0001489.jpg,data\raw\images\fairface_0001534.jpg,1,Male_20-39_Light,audit_identity_0244,audit_identity_0244,audit
data\raw\images\fairface_0001143.jpg,data\raw\images\fairface_0001162.jpg,1,Male_20-39_Light,audit_identity_0242,audit_identity_0242,audit
data\raw\images\fairface_0002874.jpg,data\raw\images\fairface_0003054.jpg,1,Female_20-39_Medium,audit_identity_0110,audit_identity_0110,audit
data\raw\images\fairface_0000664.jpg,data\raw\images\fairface_0001831.jpg,1,Female_0-19_Dark,audit_identity_0001,audit_identity_0001,audit
data\raw\images\fairface_0001419.jpg,data\raw\images\fairface_0001891.jpg,1,Male_60+_Light,audit_identity_0357,audit_identity_0357,audit
data\raw\images\fairface_0004973.jpg,data\raw\images\fairface_0005060.jpg,1,Female_20-39_Light,audit_identity_0080,audit_identity_0080,audit
data\raw\images\fairface_0000821.jpg,data\raw\images\fairface_0001831.jpg,1,Female_0-19_Dark,audit_identity_0001,audit_identity_0001,audit
data\raw\images\fairface_0001111.jpg,data\raw\images\fairface_0001122.jpg,1,Male_20-39_Medium,audit_identity_0276,audit_identity_0276,audit
data\raw\images\fairface_0002942.jpg,data\raw\images\fairface_0003050.jpg,1,Male_20-39_Medium,audit_identity_0286,audit_identity_0286,audit
